,username,userid,time,id,text,davidson,waseem,fountana
0,"Jessica M. MSN, FNP-C",@Jessicam6946,31516201.0,1349892079565086720,"Well friends it's time for me to go battle Trumps virus again.   Please stay in if possible.  Remember, staying vigilant will keep you alive.  Becoming complacent can be signing your own death certificate.  No Naked Nostrils if you have to go out!  ",0.04497823744107077,0.3401145991966341,0.025918469
115,Larry Collins,@Movieexec1,1610654569.0,1349892079565086720,Replying to @Jessicam6946 Stay safe  ,0.03344243263950842,0.07542854727541375,0.024583071
116,Vickie Giannos,@TheyCallMeMOLLS,1610654591.0,1349892079565086720,Replying to @Jessicam6946   ,0.152312292103482,0.03352323163434365,0.018375898
175,Dr. T ,@DontStandttSide,1610654601.0,1349892079565086720,Replying to @Jessicam6946 Stay safe  ,0.03344243263950842,0.07542854727541375,0.024583071
187,Eric Takamiya,@ektaka,1610654634.0,1349892079565086720,Replying to @Jessicam6946  GIF ,0.14778032552467366,0.10212028214486893,0.01492357
49,"It's ""Mrs. Powers"" during my day job.",@JenBenPowers,1610654635.0,1349892079565086720,"Replying to @Jessicam6946 No complacency here, and trying our best to get signed up for shots. 
#StaySafe  ",0.024655295054213492,0.21267165679813965,0.024251863
80,MoMoD,@MoMoDdotcom,1610654648.0,1349892079565086720,"Replying to @Jessicam6946 Hang in there. As one RN to another, I’m so proud of you.  ",0.2013068044236276,0.12480834161351663,0.011419598000000001
112,Sharon4122,@sharon4122,1610654658.0,1349892079565086720,Replying to @Jessicam6946 Be safe.  ,0.07452959423471918,0.0721885592296064,0.01786626
127,Kathleen Ryan,@Kathlee41146247,1610654693.0,1349892079565086720,Replying to @Jessicam6946   ,0.152312292103482,0.03352323163434365,0.018375898
88,Ingrid Guthrie,@IngGuthrie,1610654705.0,1349892079565086720,Replying to @Jessicam6946 Thank you for all you do for all of us!    ,0.20262561576630436,0.15765051308898692,0.019806625
96,Teresa #BidenWon  #ImpeachTrumpAgain,@VotingGOPOut,1610654718.0,1349892079565086720,Replying to @Jessicam6946 and @ektaka Thank you!   ,0.08474948888586799,0.13039740412595655,0.019960731000000002
81,Fievel13,@Fievel131,1610654720.0,1349892079565086720,"Replying to @Jessicam6946 Stay safe, Jessica. Always in my prayers.  ",0.026971566652661427,0.15974000916345393,0.012057988
61,@markgoo80547805,@markgoo80547801,1610654744.0,1349892079565086720,Replying to @Jessicam6946 Thank you for telling it like is! We need your voice! We need to take up your message! Always mi HERO!  ,0.35695732696008003,0.1059843057386433,0.011566803999999998
33,David Park,@yanqui1,1610654778.0,1349892079565086720,Replying to @Jessicam6946 Still using my double masks and double filters and going almost nowhere. Just to the post office/UPS pretty much. Everything else is delivered or curbside pickup with no human contact.  ,0.0001275465802961906,0.2199031248409329,0.040514465
90,Mark,@MAGMAUS,1610654787.0,1349892079565086720,"Replying to @Jessicam6946 Good Luck at work, Jessica.  ",0.060779636642418,0.20961779969016492,0.035502642
190,Howard Gordon,@HGAaronow,1610654801.0,1349892079565086720,Replying to @Jessicam6946 Stay safe!  ,0.031981278105409634,0.058897091411490986,0.019462998999999998
65,796obob,@796obob1,1610654803.0,1349892079565086720,Replying to @Jessicam6946 Good luck stay safe and thanks for everything you do  ,0.05176468467616863,0.1728920250629209,0.013411228
28,David Franz,@davidfranz,1610654814.0,1349892079565086720,Replying to @Jessicam6946 Returning to in-person instruction on Tuesday. Vaccine not available for teachers until March. Grateful for the N95 mask I wear.  ,0.004543323574762457,0.14050932191013707,0.018080133999999998
94,Sean Turner Wear a mask!,@allareblessed,1610654839.0,1349892079565086720,Replying to @Jessicam6946 Stay safe   ,0.035333376540873214,0.07542854727541375,0.024583071
60,Alaska Aloha,@aloha_alaska,1610654861.0,1349892079565086720,Replying to @Jessicam6946 Blessings to you  GIF ,0.12035276042090085,0.08660139119050282,0.012655119
85,JF Bello Ⓥ No DMs  ally,@FamilyYogaCntr,1610654932.0,1349892079565086720,Replying to @Jessicam6946 Be safe. And thank you.  ,0.05445070648679968,0.08221625807520759,0.01779096
