username,userid,time,id,text,davidson,waseem,fountana
Ben Bradshaw,@BenPBradshaw,31516201,1148910612606529538,The shameful forcing out of Kim Darroch after Johnson failed to back him shows Johnson as PM would be nothing more than Trump's lap dog. What a humiliating prospect for our United Kingdom. #brexitshambles #finalsay #PeoplesVote  ,0.1167843378606321,0.4058406542206916,0.02075243
squiretov,@leonsquire81,1562736922,1148910612606529538,Replying to @BenPBradshaw Lap dog like Blair?  ,0.11320233940115802,0.10968672606128498,0.04814376
🅢🅐🅟🅖🅐🅢🅜,@sapgasm,1562736952,1148910612606529538,"Replying to @BenPBradshaw Shambles is mps like yourself destroying democracy, parliament and the ballot box because you can't didn't get your own way.  ",0.47279602205021515,0.4177679525637948,0.2589252
Phil White,@durotrig,1562736976,1148910612606529538,Replying to @BenPBradshaw Enabled by an ineffective opposition thanks to Corbyn and his disaster socialist mates. Time for sensible MPs to stand together Ben.  ,0.009334698322794764,0.22991804749127068,0.011224236
Overnunder,@overnunder,1562736997,1148910612606529538,Replying to @BenPBradshaw Our relationship with the US is more important than not moving one man sideways. What's humiliating is MPs  like yourself don't understand that. Your virtue signalling is apparent.  ,0.209160709781285,0.42598747120166575,0.09860764
Nick Wray,@nicktweet,1562737025,1148910612606529538,"Replying to @BenPBradshaw  Quote TweetNick Wray@nicktweet · Jul 10, 2019Replying to @TimCWrites""Disagree with us, and we'll out you or send the mafioso round""? https://theguardian.com/uk-news/2018/mar/26/brexit-whistleblower-shahmir-sanni-no-10-official-outed-me-to-distract-from-claims… ",0.9962151179061224,0.1403679222422186,0.051582094
"#covidisairbourne,BLM",@FlattenStay,1562737098,1148910612606529538,Replying to @BenPBradshaw It is utterly outrageous. #StopBrexitSaveBritain #UnitedKingdom  ,0.1043557245016341,0.141310426186684,0.48471433
Labradorfan123,@LabradorFan123,1562737161,1148910612606529538,"Replying to @BenPBradshaw This country is being sold down the river, lock, stock and barrel  ",0.013112195453799751,0.15426615335375032,0.040041987
wolfpaw,@wolfpaw_UK,1562737173,1148910612606529538,Replying to @BenPBradshaw and @carolecadwalla But Brexiters adore the water Trump walks on.  ,0.007642080791522933,0.25183412898663754,0.022218402
Dr. M,@mjglasby,1562737220,1148910612606529538,Replying to @BenPBradshaw and @carolecadwalla When is trump going to announce Dorroch's replacement?  ,0.03700052408213119,0.20873544055181234,0.013881104
Karl Minns,@karlminns,1562737229,1148910612606529538,How's March 29th doing?  ,0.3020016887581131,0.05474468985691972,0.022558698
Not Four Seasons Total Landscaping™,@basementbox,1562737274,1148910612606529538,Replying to @BenPBradshaw and @carolecadwalla A sad day indeed.  ,0.07310607588007602,0.14680214276639636,0.031449623
PH,@PHwomantype,1562737306,1148910612606529538,Replying to @BenPBradshaw Shameful  ,0.47897342002822657,0.12353320566875059,0.6383178
Michael Irons,@mikeirons12,1562737371,1148910612606529538,"Replying to @BenPBradshaw and @16MillionRising Absolutely disgraceful. Two people (male, blond (ish),mendacious, lecherous) should hang their heads in shame, but I doubt they know the meaning of the word.  ",0.06120498962805699,0.4995848336526348,0.21856287
Public Health Tyranny,@PeasantRevoltin,1562737386,1148910612606529538,"Replying to @BenPBradshaw and @Rightsaidmick Did you ever stop to think that Trump may have been right?

I'd keep your powder dry for now, you might need it for defense.  ",0.5267091370721769,0.3639090236349072,0.058449443
DJ Chocolate Milk,@DJChocolateMLK,1562737386,1148910612606529538,Replying to @BenPBradshaw and @carolecadwalla I can see why Scotland is looking for independence  ,0.25439544483826537,0.18783292639259247,0.018596873
DJ Chocolate Milk,@DJChocolateMLK,1562737416,1148910612606529538,He has to clear it through Putin first.  ,0.06774279611912004,0.08706520742118842,0.084202185
Susan seeking  ,@SusanPickin,1562737462,1148910612606529538,Replying to @BenPBradshaw A huge reason to stay in the EU now and regain some self-respect.  ,0.049204924193410465,0.15486873271139787,0.029723965
Toby wj Parkes,@parkestwj,1562737468,1148910612606529538,Replying to @BenPBradshaw and @caitlinmoran Hopefully Johnson will be part of the collateral damage.  ,0.08478188667988613,0.19061116057240873,0.014989155
Ben Swatridge,@bswatridge,1562737477,1148910612606529538,"Replying to @BenPBradshaw and @caitlinmoran Take Back Control*

*And then immediately cede all control to the US  ",0.1135554298147443,0.2754640430366401,0.124877185
iain johnston,@johnston_evo3,1562737523,1148910612606529538,Well he is a New Yorker  ,0.1054587241147517,0.1224097788514616,0.2079894
 Frank Flobster,@Frank61pc,1562737524,1148910612606529538,"Replying to @BenPBradshaw I don't know the details, but I would have thought an ambassador's position was pointless if the host government had decided to have nothing to do with them.  ",0.009236095168884217,0.2555195915393997,0.08081143
Hugh Sohn,@HughSohn,1562737545,1148910612606529538,Replying to @BenPBradshaw and that's the man who's going to give us lots of lovely trade deals...  ,0.2828628883712547,0.2457497599833536,0.024357833
