username,userid,time,id,text,davidson,waseem,fountana
The Lincoln Project,@ProjectLincoln,31516201,1295388960785661953,Whose virus? Trump's virus.  ,0.25372900086529004,0.09780582063307407,0.1435252
Styxhexenhammer666,@Styx666Official,1597659984,1295388960785661953,"Replying to @ProjectLincoln The virus originated in China.

It escaped China because the Chinese government spent weeks censoring people instead of acknowledging it existed.

They then misled the WHO and said it did not transmit from person to person.

Wuhan flu!  ",0.0027558780049793856,0.5278426024989628,0.025861526
Achtung Heil,@Achtung_Heil,1597659989,1295388960785661953,Replying to @ProjectLincoln Covfefe19  ,0.11484637654710603,0.07410270159493894,0.023545537
Pantomath,@pantomath__,1597659991,1295388960785661953,Replying to @ProjectLincoln  From Pantomath ,0.17537093371819182,0.07466159299268725,0.01282273
NewYorkCityKopp,@KellyrKopp,1597659994,1295388960785661953,Replying to @ProjectLincoln Yep.  Trump Virus!  ,0.13390493563923575,0.06391123931193723,0.03458684
Harlem Flipper,@HarlemFlipper,1597659995,1295388960785661953,Replying to @ProjectLincoln  GIF ,0.16271069913984276,0.10212028214486892,0.0076973513
Pantomath,@pantomath__,1597659997,1295388960785661953,Replying to @ProjectLincoln  Kamala Harris in The Ellen DeGeneres Show l Kamala Harris gave best...Kamala Harris gave a hilarious response to Ellen DeGeneres questions.This video is cut from rhe The Ellen DeGeneres Show.youtube.com ,0.0022163820302864806,0.37175833771191175,0.021796884
Rick After Dark,@RickAfterDark,1597659997,1295388960785661953,Replying to @ProjectLincoln Nice quick correction there.  ,0.12180765877793916,0.16564045228522026,0.013977709
Support your favorite Hippo!,@George_Norrath,1597659998,1295388960785661953,Replying to @ProjectLincoln #trumpvirus  ,0.18969612506480227,0.10771200681599333,0.021120628
Pantomath,@pantomath__,1597659998,1295388960785661953,Replying to @ProjectLincoln  From Pantomath ,0.17537093371819182,0.07466159299268725,0.01282273
Republicans against Trumpism ,@RpsAgainstTrump,1597660000,1295388960785661953,"Replying to @ProjectLincoln 170,000 dead Americans. #TrumpVirus  ",0.4804756544303083,0.2546686377994133,0.13445398
michaeljwhelan,@mikejwhelan,1597660003,1295388960785661953,Replying to @ProjectLincoln #TrumpVirus  ,0.1896961250648023,0.10771200681599333,0.021120628
Denise Martin,@demartinempire,1597660005,1295388960785661953,Replying to @ProjectLincoln #TrumpVirus  ,0.18969612506480227,0.10771200681599333,0.021120628
Pantomath,@pantomath__,1597660008,1295388960785661953,Replying to @ProjectLincoln   ,0.1676104828261104,0.03352323163434365,0.0076149553
pjlacasse. MASK UP & he's impeached FOREVER!!,@pjlacasse22,1597660009,1295388960785661953,Replying to @ProjectLincoln Exactly# #TrumpVirusDeathToll170K  ,0.08513687176959878,0.24516852819527069,0.04743793
(((Arleen))),@babytwin59,1597660009,1295388960785661953,Replying to @ProjectLincoln #TrumpVirus  ,0.1896961250648023,0.10771200681599333,0.021120628
