username,userid,time,id,text,davidson,waseem,fountana
Scott Dworkin,@funder,31516201,1285260769542758405,"Tomorrow Trump starts doing daily virus propaganda briefings again. But don't worry, I'll watch him lie for an hour so you don't have to.  ",0.056610055788473675,0.3848780582335908,0.018556267
shanthisubbarao,@shanthisubbara2,1595245248,1285260769542758405,Replying to @funder Thank you   ,0.11802281148804074,0.07828299007057998,0.009024918
Faithfully Blue,@FaithfullyBlue,1595245256,1285260769542758405,Replying to @funder Thanks  ,0.04790034626665118,0.08404427883403759,0.012785921
Starry Nights,@MoonStarsUnite,1595245261,1285260769542758405,Replying to @funder Thank you!!! so much  ,0.06211362109282173,0.08220241988809944,0.022675958
DelightfulDiva,@Kalaax008,1595245264,1285260769542758405,Replying to @funder Thank you so much because I just can’t!!!  ,0.03558809865301478,0.1985819480759504,0.045821734
Larie Kinder,@AussieMom77,1595245266,1285260769542758405,Replying to @funder TY  ,0.071672368066532,0.07714659007240339,0.017149007
Amanda B (@ ),@NYCWingnut,1595245267,1285260769542758405,Replying to @funder You sure it's only going to go on for an hour?  ,0.09838542271730659,0.06917310382499482,0.017570626
Debbie Gaudioso,@DGaudioso,1595245273,1285260769542758405,Replying to @funder Bless you  ,0.1101149450545831,0.09258236209081522,0.009243749
Mr Day-Date,@mathem_stats,1595245291,1285260769542758405,Replying to @funder More free ads for @JoeBiden !!  ,0.043077388273964186,0.16733868399329468,0.021244194
DaleWillResist,@awelab1956,1595245291,1285260769542758405,"Replying to @funder I haven't watched yet. 
Have a stiff drink b4 it starts Scott.  ",0.01714620553640496,0.13195983980585463,0.051166777
Mary A,@MaryA69436543,1595245293,1285260769542758405,Replying to @funder This will not go well for him. He is his worst enemy.  ,0.2874739588515301,0.17357875800026054,0.24369648
Greg Palmer,@bogiemaster,1595245305,1285260769542758405,Replying to @funder He'll be flanked by Dr. Sean Hannity and Dr. Rush Limbaugh.  ,0.1456364633648745,0.2541598730035802,0.013314964
Chairman: House Ways & Memes Committee,@ScotFreeman2024,1595245307,1285260769542758405,"Replying to @funder Thank you!

I hope Trump brings back the briefings with his batshit crazy show on display for everyone. He's such a toddler who can't let things go so I'm sure he'll double down on the Wallace interview and how hard it was to identify an elephant.
#TrumpLiesAmericansDie  ",0.015062331621482277,0.2415303858102162,0.033027276
Twila Hodges,@TwilaHodges,1595245307,1285260769542758405,Replying to @funder Thank you! Hopefully stations will cut away.  ,0.0779782141501191,0.12001696629131405,0.011139726
Melissa Butler,@NaturalSyzygy,1595245318,1285260769542758405,"Replying to @funder Thank you!!! I think the majority shouldn't give him ratings by watching.
#TraitorTrump  ",0.028550506631668134,0.21215034254645576,0.4633019
K,@Media__Junkie,1595245321,1285260769542758405,Replying to @funder We appreciate your sacrifice. My blood pressure shoots up when he gaslights us.  ,0.019747041968198552,0.2240212736316611,0.06352417
kwhit571@gmail.com,@ladybaker571,1595245324,1285260769542758405,Replying to @funder The only reason he's doing it cuz he hijacked the CDC now we're going to hear manipulated numbers  ,0.049140268698805424,0.16407608725744496,0.08382745
