username,userid,time,id,text,davidson,waseem,fountana
Bernard B. Kerik,@BernardKerik,31516201,1349864755893301248,"What a bunch of hypocrites! Banks, corporations, @MLB, all gave  millions to #BLM and #Antifa as they burned down numerous cities. Now they want to pull their services from Trump and family because of some morons breached security at the Capitol.  ",0.2841710502590465,0.5784205700399939,0.2314433
Darlene Elizabeth Gagnon,@dar_gagnon,1610648083,1349864755893301248,"Replying to @BernardKerik and @MLB Get us the list. Two can play this game. We need to stop doxxing on all accounts. Everyone needs to stop this. 

Provide us the list.  ",0.7210274989696221,0.28892842719671125,0.031710133
The Mood 2020,@themood2020,1610648084,1349864755893301248,Replying to @BernardKerik and @MLB BLM morons namely J Sullivan.  ,0.25130379414558585,0.2369417545871652,0.059090953
Johnny Wesner,@SweetJohnny1960,1610648285,1349864755893301248,Replying to @BernardKerik and @MLB   ,0.08280841977823879,0.09528882623420096,0.01750352
Stylus S.,@Porgybait,1610648355,1349864755893301248,"Nope
The mob were members of  the orange cult PolitiFact - No, the Capitol insurrection was not staged by antifaPolitiFact is a fact-checking website that rates the accuracy of claims by elected officials and others on its Truth-O-Meter.politifact.com ",0.003223456723204225,0.45144788433016264,0.02656355
Candidate for US Senate Texas,@PatrickUTJD,1610648418,1349864755893301248,Replying to @BernardKerik @KIR_bigg50 and @MLB https://twitter.com/HotepJesus/status/1348126287093706752?s=09… This Tweet is unavailable. ,0.41234545288676194,0.16172899983979788,0.016918926
Mari Campbell,@1MariCampbell,1610648444,1349864755893301248,"Replying to @BernardKerik and @MLB Exactly! For example, Amazon gave billions to BLM!  ",0.009043348414876348,0.26981296681882005,0.014179442
Stylus S.,@Porgybait,1610648468,1349864755893301248,"Replying to @BernardKerik and @MLB What bank “gave millions” to Antifa/BLM
And when?  ",0.05116027634339143,0.3429500120204165,0.024510864
Sandraisabel47,@Sandraisabel471,1610648496,1349864755893301248,Replying to @BernardKerik @orozano1 and @MLB Desgraciados. Dios bendiga a Trump.   ,0.038478484193144834,0.30258356114887774,0.02088682
MJS,@Just_lurking94,1610648512,1349864755893301248,Replying to @BernardKerik and @MLB Hey felon. Go wash Rudy’s balls and change his diaper. You’re a disgrace  ,0.6971344609985135,0.28224980567398456,0.8239176
