,username,userid,time,id,text,davidson,waseem,fountana
0,Shannon Pettypiece,@spettypi,31516201.0,1323129366998560769,"“Fire Fauci” chant breaks out at Miami rally 
“Let me wait until a little bit after the election” Trump says  ",0.2029084564092741,0.2102289498133802,0.02378585
120,Madame,@TheRoyalMadame,1604273827.0,1323129366998560769,Replying to @spettypi Love trump  ,0.11681051326758288,0.05548544389760305,0.011724185
30,Kelsey ,@ZXORA2012,1604273859.0,1323129366998560769,Replying to @spettypi  GIF ,0.12132304099167884,0.10212028214486893,0.01057872
5,Bruce Gamsey,@BruceGamsey,1604273883.0,1323129366998560769,Replying to @spettypi This... is... not... normal!  ,0.05425743440328646,0.3276071254095456,0.04043313
7,S Prather,@SPrather3,1604273897.0,1323129366998560769,"Replying to @spettypi This is Trump's final message, to fire top scientists  ",0.03920620026751927,0.15084297596895152,0.03143079
31,Beach,@simpleman101010,1604274163.0,1323129366998560769,Replying to @spettypi Lunacy!  ,0.08065501879086985,0.06774814282621991,0.029483799999999998
124,Beach,@simpleman101010,1604274258.0,1323129366998560769,"Replying to @spettypi These fucks no longer get to go to any doctor ever, omg, the hypocrisy is literally insane  ",0.8573484156994531,0.32624304267360643,0.86346024
122,Skepticalio,@Tylerban,1604274752.0,1323129366998560769,"Replying to @spettypi screw science, bunch of commies  ",0.3954326036694261,0.08166156962722497,0.90887696
121,PSalaz,@Salaz01P,1604274868.0,1323129366998560769,Another dense one  ,0.3640782823922821,0.0857888316356641,0.060180612
125,Adeyemi Adams ,@HRHAdeyemiAdams,1604275277.0,1323129366998560769,Replying to @spettypi   ,0.12516280664989718,0.03352323163434365,0.011982181000000001
75,Ashley Perry,@AshleyPerry42,1604275301.0,1323129366998560769,Replying to @spettypi and @Juliethewarrior He just keeps feeding his MAGAs the red meat that they love.  ,0.0614335079224357,0.2322470319670692,0.33757764
9,EllisGBS,@EllisGBS,1604275473.0,1323129366998560769,Replying to @spettypi #Florida is dead man walking if tRump is elected.  ,0.28238774729418753,0.34671440842653795,0.014153073
76,Distilled_Moonshiner,@DMoonshiner,1604275569.0,1323129366998560769,Replying to @spettypi Nothing in Trumps orbit can Out Shine him. He’s pissed!  ,0.28476402600544043,0.2244181531484899,0.85652953
150,Katherine Slocombe,@kpslocombe,1604275578.0,1323129366998560769,Replying to @spettypi I wish I was surprised by this. I am so sick of this horrific pos.  ,0.9049301612665552,0.06168908341196235,0.4221116
10,RESIST 45* Ruth sent me!,@schwanderer,1604275587.0,1323129366998560769,"Replying to @spettypi Again Trump shows his cowardice.  If he believed Fauci should be fired, why not do it now?  ",0.6460584997499865,0.30559239068538285,0.08026496
126,Adeyemi Adams ,@HRHAdeyemiAdams,1604275748.0,1323129366998560769,"Trump paid $750 on taxes DESPITE MAKING MILLIONS OF DOLLARS.
Hollis paid 8x of that but still can't afford his medications. Kindly help Hollis IF YOU CAN.

@PayPal : HOLLISBATTLE8@GMAIL.COM

https://gofundme.com/f/kindly-help-hollis-afford-his-diabetic-medications?rcid=r01-160341617666-15ba375224bf4c37&pc=tw_co_campmgmt_w&utm_medium=social&utm_source=twitter&utm_campaign=p_lico+share-sheet….. kindly Help Hollis Wit his diabetic meds &med bill, organized by Adeyemi AdamsHollis is a 59 years Black man who is struggling to afford his cost o… Adeyemi Adams needs your support for kindly Help Hollis Wit his diabetic meds &med billgofundme.com ",0.9833229829311476,0.6067423981549688,0.12638718
77,Ashley Perry,@AshleyPerry42,1604276012.0,1323129366998560769,"Yes, they're like a Jerry Springer audience waiting for the bell that cued the guests to fight.  ",0.3816743629304473,0.22091156973410905,0.043444917
127,Maree Vidler Executive VP Antifa,@maree_vidler,1604276039.0,1323129366998560769,Replying to @spettypi Disgusting orange fuck.  ,0.9913523880768884,0.07136292586160202,0.9278464
128,Von Moore,@veronicamo52,1604276204.0,1323129366998560769,"Replying to @spettypi Trump and his cult are going to be the ruination of our beautiful country! We KNOW Trump is a sociopathic narcissist who will sacrifice American lives to get his way, and apparently his followers are as well!  ",0.03417604794536105,0.5700268259937686,0.4961374
32,adoree,@adoree92090949,1604276468.0,1323129366998560769,Replying to @spettypi Ugh  ,0.5208202952647913,0.04461531781427448,0.018142829
13,Steven Paley,@stevenpaley1,1604276475.0,1323129366998560769,Replying to @spettypi He'll be working exclusively with the transition team in a few days.  ,0.18445976466706204,0.11914803265813716,0.015682532
33,hannahwheels,@hannahwheels1,1604276618.0,1323129366998560769,Replying to @spettypi Also don’t wear a mask under any circumstance this summer  ,0.03382930857914919,0.2012938440882986,0.018526074
86,NOT CLOSE TO DONE UNTIL TRUMPISM IS DEAD,@angieslife,1604276703.0,1323129366998560769,Replying to @spettypi   ,0.12516280664989718,0.03352323163434365,0.011982181000000001
