username,userid,time,id,text,davidson,waseem,fountana
Tennesseine,@Tennesseine,31516201,1112791885582622721,"Given that Flores herself didn’t call it sexual harassment, if you’re willing to throw Biden under the bus and thus make it that much more likely a rapist wins four more years next year, then congratulations, you’re a fucking idiot.  ",0.9850977574781,0.5696406563822519,0.8763218
DebResists,@debgfreednurse2,1554125536,1112791885582622721,Replying to @Tennesseine Agreed!  ,0.12938307776517718,0.06564634087291057,0.021639982
LeAnna (aka Mel) #ResignMalliotakis,@melismaticdiva,1554125644,1112791885582622721,"Replying to @Tennesseine The fact that ppl are acting outraged then don’t use the opportunity to lift up/support the women running...it all feels like more sexism, tbqh.  ",0.38815913635386456,0.5929865883818319,0.2751392
RMKR WE WON!!!,@kidsistah,1554125862,1112791885582622721,"Replying to @Tennesseine What makes you certain he could beat Trump, even without the Flores stuff? Serious question, not being snarky. I think his long record holds a lot of pitfalls for many people and I'm not sure he can get young voters behind him. I don't dislike him, but he makes me nervous.  ",0.017547975110019477,0.42328696135566213,0.046359386
Irishlass ,@Resistnow30,1554126049,1112791885582622721,"Replying to @Tennesseine And she works for one of Sanders PACS.  Convenient, wouldn’t you say?  ",0.2680892549903805,0.29154972320905215,0.037130203
Tennesseine,@Tennesseine,1554126066,1112791885582622721,"Oh, to be clear, Biden’s not my first or even fourth choice. I just don’t want to see our candidates picked off one by one by nonsense like this. Because it won’t stop here.  ",0.47115826491875534,0.3118731185206448,0.16956362
RMKR WE WON!!!,@kidsistah,1554126326,1112791885582622721,"Ok, yes I agree. Unfortunately I'm afraid it will be like trying to hold the ocean back with a spoon. It's going to be a long two years.  ",0.03602564245056193,0.20193790926548147,0.019101705
DemocracyForTheWin,@overitanddone19,1554126394,1112791885582622721,Replying to @Tennesseine Couldn't agree more!  ,0.47503095707094173,0.07970651173623997,0.04042615
citygirl ,@HelloDearVoid,1554126495,1112791885582622721,Replying to @Tennesseine They're going after Biden because he's a viable threat.  If he were low in the poles none of this would be happening.  ,0.720648629564296,0.2774210210474553,0.03153842
Wyona Yaffe Lendo ,@WyonaLendo,1554126579,1112791885582622721,Replying to @Tennesseine Absolutely agree!!!!  ,0.07592452560234259,0.04307400882076537,0.42707038
