,username,userid,time,id,text,davidson,waseem,fountana
0,Kevin McCullough,@KMCRadio,31516201.0,1340816003203252224,"DIIVIDED NATION: 

America is 50 states.
Minus the states in question Trump won 25, Biden won 16.

Those states house 2974 counties.
Even with the “votes in question” Trump won 2496, Biden on 477.

Trump won 84% of America, Biden “won” 16%.

#PickSixCheatBigJoeDid This claim about election fraud is disputed ",0.016186717213059997,0.4147844653626098,0.033023382999999996
99,Gil,@gilbertocostan3,1608491082.0,1340816003203252224,Replying to @KMCRadio I really hope Trump reelected. God protect him.  ,0.047668492862387835,0.1141600679555289,0.058212593
79,Craig Charles Haley,@craighaley101,1608491556.0,1340816003203252224,"Replying to @KMCRadio Over 7 million more Americans want Biden in the White House.
This is more important, and once the antiquated electoral college is abolished, it will be the only thing that matters.  ",0.01124142382866571,0.5307472838627931,0.07485559
43,Go Blue!!! #MaskUpMichigan ,@potsie,1608493802.0,1340816003203252224,Replying to @KMCRadio LAND DOES NOT VOTE. Biden received over 80 million votes AND won the Electoral College vote. Trump was trounced.  ,0.02013216905901033,0.2488318034141984,0.018929167
24,Diane,@Kaschat1,1608494416.0,1340816003203252224,"Replying to @KMCRadio Coloring the map of the USA in red and blue proves zero if in the red areas there's 5-500 people per sq mile and in the blue areas there's 5k-25k people per sq mile. If the vote count is wrong, prove with actual evidence or wait for others to accumulate and present evidence.  ",2.2510370545535043e-06,0.4952293085526212,0.018281968
41,#PatriotParty,@bryceleonardo,1608498938.0,1340816003203252224,Replying to @KMCRadio He lost Nevada how???  ,0.2759410260124777,0.08229376042273362,0.11382537
51,Riekopo,@Riekopo2,1608502367.0,1340816003203252224,Replying to @KMCRadio Who's gonna tell them that the blue counties have a much higher population count than the red counties?   ,0.051809953531176484,0.34492057587031705,0.024137996000000002
152,e.s. piteau,@espiteau,1608503023.0,1340816003203252224,"Replying to @KMCRadio The fact that Trumpers so doubt their own country, their own system of govt check and balances, their scientists, their own democracy... is both shameful and appalling!

This has been Trump VS America, and they’re not on America’s side... They are a danger to peace and democracy.  ",0.02871226800026782,0.6531328489584114,0.34746507
39,David Atkins,@DavidOAtkins,1608516590.0,1340816003203252224,"Replying to @KMCRadio pssst...Kevin. Los Angeles County has more people than the entire state of Michigan.

People vote, not empty land. The electoral college is apartheid.  ",0.12248019379352798,0.4117433908244607,0.05711727
4,Michael Skotnicki,@MSkotnicki,1608516622.0,1340816003203252224,"Replying to @KMCRadio Trees don't vote; swamp and prairie and mountains don't vote. 

Only people vote. And the most people live in the cities along the east and west coasts, Great Lakes.

It's not hard.  ",0.0009134334755470916,0.25178854260770817,0.022733567000000003
40,Jim Benton,@BentoniusRex,1608516784.0,1340816003203252224,"Replying to @KMCRadio Let me pile on here by noting, yet again, that land does not vote. Acreage does not vote.  People vote, and 81 million people voted for Biden and captured 306 EC votes. That’s more than the other guy.  ",0.00943395060133371,0.3298392920034428,0.10960044
33,fooled_me_once_R,@Undclrd_Leans_R,1608516814.0,1340816003203252224,"Replying to @KMCRadio If you are unable to understand the concept of population density, 
well then you have a different density problem.  Duh.  ",0.061151308933805826,0.2579003794429829,0.01888977
7,Soren U Lundgren,@rocksweden,1608516899.0,1340816003203252224,"Replying to @KMCRadio America has 5% of the world's population, but 20% of the covid deaths.

They also claim they are the best country in the world, but the lists of top countries, measured on all important stuff, they are not even close to the top 10

They have some of the most stupid people though.  ",0.00015455513580047686,0.7360631483893667,0.107383534
2,OSadek52,@thebigOh,1608517920.0,1340816003203252224,"Replying to @KMCRadio Given that land doesn't vote, here's what it looks like when we only count the actual people voting! Look different, huh?  ",0.28924978510231525,0.1830656649947854,0.022377208
175,Evaluar,@Eve65392832,1608518659.0,1340816003203252224,"Replying to @KMCRadio I suppose it’s useless to remind you that land doesn’t vote. Population density is greater in the larger cities. Maybe he shouldn’t have laid all his focus on less populated rural counties. The # of counties isn’t important, the # of voters in the counties is the difference  ",0.0065716205166449475,0.5911022933311382,0.076542504
