username,userid,time,id,text,davidson,waseem,fountana
Juanita Broaddrick,@atensnut,31516201,1313266424475942912,"BREAKING: Creepy Joe Biden Points at Young Girls, Says He Wants to 'See These Beautiful Young Ladies Dancing' When They Are 'Four Years Older' (VIDEO) BREAKING: Creepy Joe Biden Points at Young Girls, Says He Wants to 'See These Beautiful Young...Creepy Joe Biden has struck again, saying that he wants to see young girls at his campaign stop “dancing when they are four years older.” The shocking incident took place during a campaign stop at...thegatewaypundit.com ",0.07089165675068937,0.640015892442273,0.03199063
Crazy Horse,@CochiseJohn,1601922330,1313266424475942912,Replying to @atensnut   ,0.12516280664989718,0.03352323163434365,0.015810702
Erica @ZiaErica on GAB @ erica on Parler,@ZiaErica,1601922346,1313266424475942912,Replying to @atensnut YET...........no one will confront the pedo democrats.  ,0.33003646372113443,0.37588780780155,0.013517006
Tanny Hilliard,@thillliard,1601922371,1313266424475942912,Replying to @atensnut I want to throw up!!  ,0.128653264742517,0.04984392632876907,0.80322087
Walter Beck,@WalterBeck10,1601922415,1313266424475942912,Replying to @atensnut PERVERT BRAIN DAMAGED Joe can't help himself.  ,0.6691240723926982,0.19962929427087736,0.8038669
K. G. Pharaoh,@MitchRyan56,1601922433,1313266424475942912,Replying to @atensnut He's a creep  ,0.15862560177060123,0.055864856282539,0.8535114
JuJuBee,@DeluraJulie,1601922442,1313266424475942912,Replying to @atensnut Is he supplying the pole for them   ,0.1925321751598322,0.12997887047901469,0.047534432
Cautiously Optimistic,@Kuwago68,1601922449,1313266424475942912,Replying to @atensnut I got nothing that hasn't already been said. SMH.  ,0.8635767422680936,0.10464633612280617,0.025781546
vicki,@VBessler,1601922469,1313266424475942912,Replying to @atensnut It is time to say “That’s enough.” to Joe Biden.  The man is not right.  ,0.4661312353293049,0.38331651163840935,0.7519407
El Dingo Goat,@DingoGoat,1601922480,1313266424475942912,Replying to @atensnut  GIF ,0.12132304099167883,0.10212028214486892,0.013151493
Mike Bourne,@bourne0513,1601922489,1313266424475942912,Replying to @atensnut   ,0.12516280664989712,0.03352323163434365,0.015810702
Justin Miller,@jmanmiller1975,1601922530,1313266424475942912,Replying to @atensnut What the hell.  @JoeBiden  ,0.8690462284865276,0.21012269442375558,0.77034163
Littlegirl,@littlegirl108,1601922568,1313266424475942912,Replying to @atensnut The guys is nuts  ,0.37058285673559843,0.11445301754975491,0.8553799
MTWildflower36,@mtwildflower361,1601922589,1313266424475942912,Replying to @atensnut He’s such a weirdo...  ,0.5133202709933851,0.27245294647819696,0.78412694
Gary Blois,@Garyvjb,1601922591,1313266424475942912,Replying to @atensnut Biden followers in the thousands and without their masks  ,0.1159366366094406,0.2980441325252182,0.02178021
R W Steel,@RWSteel2,1601922601,1313266424475942912,Replying to @atensnut CREEPY is right... he’s a filthy dirty old man .. disgusting.. with his cognitive difficulties he can’t control what flies out of his mouth ..  ,0.9566990520736822,0.5156072492458882,0.15812916
Bull,@elliot_toliver,1601922611,1313266424475942912,Replying to @atensnut Can you imagine if Trump did that! Oh my  ,0.11131872212073918,0.17749307386901556,0.03146552
Hellodarlin ,@PV31gal,1601922638,1313266424475942912,Replying to @atensnut   ,0.12516280664989718,0.03352323163434365,0.015810702
.,@WovenRags,1601922655,1313266424475942912,Replying to @atensnut Without sound it looks like they are going to execute the lady in the dress...LOL!  ,0.13705348037069534,0.2534291343725751,0.6952548
Theresa sundstrom,@Theresasundstr2,1601922656,1313266424475942912,Replying to @atensnut Creepy  Joe  ,0.10576733761417184,0.04433187394727597,0.051634338
Abigail,@Abigail37017881,1601922658,1313266424475942912,Replying to @atensnut Very creepy  ,0.17990737842682586,0.047888599520747414,0.062023982
Carol,@Carol77487702,1601922662,1313266424475942912,Replying to @atensnut I Bet He Does  ,0.12116509042351101,0.11052267379629499,0.052448884
Sara Mae ,@SMae76,1601922666,1313266424475942912,Replying to @atensnut SOOOOOOO CREEPY!!  ,0.15510628635131476,0.022646056133627412,0.07662762
gaby g,@gabygarc1a,1601922743,1313266424475942912,real women settle for biden  ,0.7655417450994083,0.2832289062452853,0.045220118
Unsweet T,@txstylet,1601922847,1313266424475942912,"Replying to @atensnut  Quote TweetRob Smith @robsmithonline · Oct 6, 2020Joe Biden: “The reason I was able to stay home during the pandemic is because Black women were able to keep the grocery shelves stocked.”

My GOD.

https://twitter.com/ShmueliF/status/1311061213720313856/video/1…Show this thread ",0.8965983952996035,0.4440386642793813,0.027353287
jane,@jane27383475,1601922874,1313266424475942912,Replying to @atensnut   ,0.12516280664989718,0.03352323163434365,0.015810702
Rocky Jordan ,@hpreszler,1601922936,1313266424475942912,"Replying to @atensnut “Oh, that’s just Joe” said no father ever.  ",0.5880444311764736,0.18180423817538716,0.19907239
Humlh66@gmail.com,@humlh66,1601922966,1313266424475942912,Replying to @atensnut So fricken creepy.  ,0.24372512978587785,0.05769328240676872,0.43656006
JD,@JD83575473,1601923142,1313266424475942912,Replying to @atensnut I don't know how anyone could take his statement to mean anything else.  Truly bizarre; and not a word will be said about it by the media.  ,0.0052855597896514245,0.3988842290112078,0.025096199
Rae A Gielau,@RaeAGielau1,1601923216,1313266424475942912,Replying to @atensnut Joe biden is a phedophile  ,0.10838897942998847,0.4037786951800417,0.12754948
Lynn Wojnowski,@lmwojnowski,1601923370,1313266424475942912,Replying to @atensnut Yikes  ,0.12682912800271368,0.06351910158793307,0.027481778
claudia williams,@cwilli2010,1601923383,1313266424475942912,Replying to @atensnut Please find something productive to do with your time.  ,0.014423108210047145,0.07350048721370926,0.011796811
XenaDana,@dana58996719,1601923398,1313266424475942912,Replying to @atensnut He has lost his mind!  ,0.5111444934050238,0.08525579869757353,0.7885864
Kelly Sisk,@klsisk_sisk,1601923424,1313266424475942912,Replying to @atensnut Sick fuck  ,0.9974630490841392,0.08813406152928657,0.9479622
claudia williams,@cwilli2010,1601923457,1313266424475942912,Are you for real?  ,0.6756570601843944,0.10193169055248656,0.57721686
Jeepman@hemijeep,@StuckeyWard,1601923483,1313266424475942912,Replying to @atensnut Yuk!  ,0.12404986397590387,0.040748191162382694,0.021260506
jfh1152,@jfh1152,1601923566,1313266424475942912,Replying to @atensnut Creepy sleazy dirty brain dead Uncle Joe.  ,0.0538040209734996,0.15827159526889117,0.7009577
OkieMama,@sarahma33280372,1601923650,1313266424475942912,"I agree with this.  My mom has it and my grandmother has already passed from it.  Unlike Alzheimer where it’s more “steps” down of decline, Lewy body Dementia is more like a roller coaster of coherent and incoherent times initially.  ",0.02226933866619562,0.325849787492463,0.03408115
Ducky Dandy,@DandyDucky,1601923668,1313266424475942912,Replying to @atensnut WTF...what kind of creep looks at girls and has fantasies about them in 4 years?  This is NOT new behavior.  This guy is a raging pervert.  ,0.5460980657436924,0.5619066567570605,0.9357654
RP007,@RP0076,1601923685,1313266424475942912,Replying to @atensnut   ,0.12516280664989718,0.03352323163434365,0.015810702
claudia williams,@cwilli2010,1601923734,1313266424475942912,Are you for real?  ,0.6756570601843944,0.10193169055248656,0.57721686
babysara,@babysar08234052,1601923757,1313266424475942912,Replying to @atensnut what a joke he is !!! trump2020 does nothing for america and always have a wire on so kalamaaaaa can talk to him or his mom lol  ,0.8143948349729888,0.4656200630768704,0.11972954
SPRINGFIELD,@M1GarandOne,1601923855,1313266424475942912,Replying to @atensnut  GIF ,0.12132304099167883,0.10212028214486892,0.013151493
Debra,@Debrashotsthomp,1601923868,1313266424475942912,Replying to @atensnut Sick bastard  ,0.7465754585681891,0.08832314261420697,0.7230789
lisabardis,@lisabardis,1601923872,1313266424475942912,Replying to @atensnut Perv  ,0.12404986397590387,0.07322107725306516,0.020328356
Missy Martin,@Missy__Martin,1601923995,1313266424475942912,Replying to @atensnut and @moorman_pat What a weird thing to say. Gross.  ,0.3339532388059165,0.16945942024696029,0.92401505
Pam,@Pam29553306,1601924024,1313266424475942912,Replying to @atensnut Ewwwwww  ,0.13254740645188579,0.034188395453860314,0.018456964
THOR the Deplorable ,@ThorDeplorable,1601924058,1313266424475942912,Replying to @atensnut I guess that behavior is considered to be some kind of twisted virtue on the Left.  ,0.08386168220568961,0.23173380394899698,0.08838221
S,@srrunyon,1601924125,1313266424475942912,"Replying to @atensnut Ugh, he’s so creepy  ",0.5331212998614688,0.03774871837903285,0.60739595
Political Dissident Zombie ‍,@LivingDeadNerd,1601924130,1313266424475942912,Replying to @atensnut and @ThorDeplorable Like in Cuties I bet.  ,0.25264949975044343,0.21706436657973568,0.055565953
Susan Green,@suzegeeeee,1601924172,1313266424475942912,Replying to @atensnut He’s creepy  ,0.17990737842682586,0.052890685769644646,0.18217246
Brett A Fuller,@BrettAFuller1,1601924373,1313266424475942912,Replying to @atensnut Creepy  ,0.12966144269027904,0.04051624569798704,0.03115206
make away,@vanne_way,1601924470,1313266424475942912,Replying to @atensnut What a freaking pedophile!  ,0.6148940379949783,0.1659591772556333,0.8929553
Kaye Galloway,@KayeGal33321216,1601924792,1313266424475942912,Replying to @atensnut Sick  ,0.5236896431307686,0.078483856672104,0.029481059
JoAnn Grett,@Noregretts,1601924837,1313266424475942912,Replying to @atensnut In other words vote for me now and you will be ignored until I need to be reelected.  ,0.14380179778620739,0.22102672952124672,0.042598817
Brian Kelly,@BrianJKelly6,1601924867,1313266424475942912,"Replying to @atensnut and @rajaooo @TheRock @SeanPenn 
Given his documented history of pawing, petting and sniffing, you guys are cool with that right?  Of course you are.  ",0.04312252932196719,0.33575038176845595,0.23254585
Redacted,@offgrid1_1_2021,1601925300,1313266424475942912,Replying to @atensnut  0:072 views ,0.19932154897074167,0.07721453424426307,0.030944474
Kathleen Mazza Bruno,@Kathleenmazza2,1601925420,1313266424475942912,"Replying to @atensnut Pervert, what is he saying? He is sick.  ",0.43617539633565233,0.3118878409797726,0.78591555
Samuel Wilgus Jr,@wilgus_jr,1601925513,1313266424475942912,"Replying to @atensnut Would you let Joe Biden babysit your little daughters? No, then why would you vote for him?  ",0.23372652698383756,0.44631621078864137,0.048201025
President-Elect Jeri Muir,@JeriMuir,1601925547,1313266424475942912,Replying to @atensnut HE IS ONE SICK S.O.B.!!!  ,0.7864851775779619,0.17479523426708185,0.9325733
M.A.,@malprl,1601925610,1313266424475942912,Replying to @atensnut ew  ,0.13944272373166874,0.06579738337221412,0.016695948
Colleen Cooper,@cmcooper7,1601925637,1313266424475942912,Replying to @atensnut Pig  ,0.12132304099167883,0.0944049576407461,0.02602389
Jo Jo,@cantfindmydog,1601925657,1313266424475942912,Replying to @atensnut So disturbing. I don’t want this man near my children.  ,0.8399977307386713,0.2611143215868778,0.0957272
Anwe,@Anwe79020545,1601925758,1313266424475942912,Replying to @atensnut and @Lrihendry Creepy  ,0.09054132174316291,0.09269791665717435,0.04490595
phil,@mounkes_phil,1601925816,1313266424475942912,Replying to @atensnut and @Lrihendry jesus  ,0.08275448667821711,0.18848440552200416,0.058541372
1776 Party ,@PattiPropst,1601925879,1313266424475942912,Replying to @atensnut and @Lrihendry Sicko..  ,0.0926492523300478,0.2291443229676561,0.1189115
Lucky Jackson,@LuckyJa45903009,1601925887,1313266424475942912,Replying to @atensnut Any Democrat voter that votes for him knowing what he is all about is just as sick.  ,0.6578736454953565,0.4312530631737439,0.23048234
NUNYA,@NUNYA19658439,1601925902,1313266424475942912,Replying to @atensnut   ,0.12516280664989718,0.03352323163434365,0.015810702
phil,@mounkes_phil,1601925937,1313266424475942912,Replying to @atensnut and @Lrihendry only four years lol  ,0.17677724802644623,0.17419128917887633,0.036431413
vicki,@VBessler,1601925947,1313266424475942912,Except he doesn’t.  ,0.24570289669356737,0.1252861435022888,0.1840829
phil,@mounkes_phil,1601925951,1313266424475942912,Replying to @atensnut and @Lrihendry just enough lol  ,0.11045038697996552,0.1473392894158818,0.050463766
Sean Roemhild ,@hsolo05,1601926000,1313266424475942912,Replying to @atensnut Me trying to figure out how he gets away with this crap GIF ,0.4063944933581539,0.09361135072854475,0.025482992
ymmoti,@ymmoti,1601926011,1313266424475942912,Replying to @atensnut Pedo Joe Biden.  ,0.10298655674323094,0.23993348590884217,0.020165185
Joe C,@JoeC10986551,1601926018,1313266424475942912,Replying to @atensnut Joe being joe. GIF ,0.10456781383457046,0.0679564857034574,0.023037136
Paul Casterline,@casterline_paul,1601926127,1313266424475942912,"Replying to @atensnut Joes team can’t use the dementia card anymore, he did good enough at the debate to prove he’s alert enough to be a dirty old man.  ",0.050444033177599504,0.37826236004764685,0.18367161
George (Cub) Hayden,@CubHayden,1601926145,1313266424475942912,Replying to @atensnut And he wants the nuclear codes?  ,0.08197063949208365,0.21531398506001365,0.06558223
italian patriot,@patriot_stefano,1601926392,1313266424475942912,Replying to @atensnut @MSNBC @abcnews @CBS @FoxNews disgusting  ,0.06965580749952749,0.39285329525489876,0.019930892
Cathy Speirs,@speirs_cathy,1601926413,1313266424475942912,Replying to @atensnut No filter!  ,0.35988320732558826,0.07456013240593096,0.13639599
JOAN GENTILE,@JOANJOHN6869,1601926597,1313266424475942912,Replying to @atensnut He is a pedifile  ,0.12031995239857955,0.1743874527633614,0.048775036
Tanya,@Tanya46889289,1601926722,1313266424475942912,Replying to @atensnut Creepy joe continuing to be disgusting!  ,0.2818857802321137,0.03702806891686225,0.8177961
Kristen Bonar,@bonar_kristen,1601926729,1313266424475942912,Replying to @atensnut   ,0.12516280664989718,0.03352323163434365,0.015810702
Deplorable Gramma  Shadow Banned,@grammasu52,1601926840,1313266424475942912,Replying to @atensnut  GIF ,0.12132304099167883,0.10212028214486892,0.013151499
RCP,@RCPrentice,1601926906,1313266424475942912,Replying to @atensnut Seriously? He’s talking about returning for the 2024 elections and complimenting the dancers by saying he hopes to see the same dancers again in 4 years.  ,0.09522310779281211,0.4114494313672595,0.015074271
Dr SPLAT,@SPLAT07220386,1601927070,1313266424475942912,Replying to @atensnut and @Lrihendry Or two.  ,0.0585817646468683,0.18306654652028925,0.027638618
Mary OSHAUGHNESSY,@2020stronger2,1601927419,1313266424475942912,Replying to @atensnut   ,0.12516280664989718,0.03352323163434365,0.015810702
Wex,@olearylady,1601927650,1313266424475942912,I've heard others say that as well.  ,0.36877461898593417,0.08679283346649658,0.029242825
Suzy Sheridan,@hellcatqz,1601927740,1313266424475942912,Four years. Maybe eight.  ,0.3862543816305971,0.08111087941274243,0.03401558
kevin roscher,@roscher_kevin,1601927766,1313266424475942912,Replying to @atensnut and @Lrihendry He says a bunch of nothing.  So vague in his words.  Empty promises  ,0.7239816449402032,0.25060540685074517,0.15008344
Suzy Sheridan,@hellcatqz,1601927819,1313266424475942912,Go to hell and take your admitted sexual assaulter Orange Lord and Savior Circus Peanut with you. Trump is a moron. The only people who don’t know that are even bigger morons.  ,0.8532884413453481,0.6162056865303053,0.7979179
Me,@bevefi,1601927964,1313266424475942912,Replying to @atensnut Joe  ,0.09128209418781853,0.07667684045634587,0.020757362
Satan's little helper,@Addicted2Aids,1601927973,1313266424475942912,"Replying to @atensnut Joe Bidens netflix recently watched is probably just ""Cuties""  ",0.009488711010917656,0.2142000613844499,0.06475273
QueenofColorado,@ColoradoQueenof,1601928142,1313266424475942912,Replying to @atensnut Pig  ,0.12132304099167887,0.0944049576407461,0.026023934
Dare-You-Take-It,@dareyoutakeit,1601928244,1313266424475942912,Replying to @atensnut What a freak show.  ,0.6704145144918127,0.10907067609217254,0.6937841
sally,@sallyjo2me,1601928362,1313266424475942912,Replying to @atensnut The left finds him charming while they hide their girls lol  ,0.586462120345814,0.5032442073464768,0.04159026
KathleenFrances ,@Kathlee71013772,1601928477,1313266424475942912,"Replying to @atensnut and @BeckyJ1961 Altered video. This is a blatant lie and you know it.  Slander and liable much.
When you have no substantive defense you attack personally and lie- typical Trump tactic.  Shame on you.  ",0.01496288593920835,0.6743446965220358,0.7568731
DreamBig,@SwaggyDPA,1601928970,1313266424475942912,Replying to @atensnut What a creep!  ,0.3677476523046887,0.07398113724968458,0.75401384
Brenda,@bretontoo,1601929150,1313266424475942912,Replying to @atensnut Creepy Joe.   ,0.10818758278079449,0.04762334150363811,0.05821568
Colleen in Texas,@diturimai,1601929631,1313266424475942912,Replying to @atensnut Juanita... You should post some compilation videos (THERES TONS) that are all over YouTube of him touching girls in the most inappropriate ways in front of the cameras & PARENTS!. What makes it the worst kind of cringy is SEEING them trying to get away & NO ONES HELPING THEM!  ,0.0962733919569833,0.5654812999027105,0.15316708
Marilyn,@lucylouthelab,1601929700,1313266424475942912,Replying to @atensnut He is beyond creepy!  ,0.25865356564624337,0.06090902977381152,0.2543404
Mike Honcho,@bspshx1,1601929944,1313266424475942912,Replying to @atensnut His campaign song should be Aqualung.......  ,0.14368759336644285,0.32736457250615514,0.01208924
Diane Thompson Ezzell,@EzzelDiane,1601929990,1313266424475942912,Replying to @atensnut Joe Bidden has a thing for little girls   ,0.3244150279325278,0.30746535441532685,0.04082724
Beebopanana,@beebopanana,1601930309,1313266424475942912,Replying to @atensnut This guy is frickin nuts!! Never knew anyone EVER that screws up as much as he does! How can they possibly vote for this?  ,0.1300349377863631,0.2841800301079772,0.49930587
Kathy Murphy ,@katmur23,1601930433,1313266424475942912,"Replying to @atensnut and @Lrihendry Cc: #suburbanmoms (& dads) - he’s talking about your daughters. Wow, this guy has a real problem. Wonder what “drjill” has to say about this? 

#NeverBidenNeverMarxism  ",0.48456983651396857,0.30731293972579665,0.045484297
Vicky Schiewe,@VickySchiewe,1601930935,1313266424475942912,Replying to @atensnut  GIF ,0.12132304099167883,0.10212028214486892,0.013151493
BorderDawgsmuse(i.v.),@gbrucecrag,1601930997,1313266424475942912,  ,1.7657473994997906e-130,0.018132475529601334,0.010068059
Hold the Line!,@hirt_gary,1601931036,1313266424475942912,Replying to @atensnut and @Lrihendry Yikes!  ,0.08981269838783519,0.12562647369118538,0.142844
Uncledaddy,@Uncledaddy734,1601932176,1313266424475942912,Replying to @atensnut Is the pedophile vote that big? Is that the group you need to appease right now? Wouldn't surprise me if the girls in question were 6 years old.  ,0.5062687577528092,0.7232589933163545,0.049019173
Maggie,@cosmos1390,1601933026,1313266424475942912,Replying to @atensnut This creeps me out.  ,0.08469376789216064,0.05443413115507915,0.3113657
Night Owl,@nightowl4444,1601933453,1313266424475942912,Replying to @atensnut   ,0.12516280664989718,0.03352323163434365,0.015810702
Judy Anderson,@JGAnderson2018,1601934044,1313266424475942912,Replying to @atensnut Weird  ,0.1528273833076071,0.06142269133254405,0.0349557
Reuvain Yissl,@RYissl,1601934526,1313266424475942912,Replying to @atensnut LASCIVIOUS  ,0.06686145135773489,0.09977387207995445,0.019453099
Melissa Falter,@melokc,1601934933,1313266424475942912,"Replying to @atensnut So creepy!   Those girls even looked at the other men, they couldn’t believe he said that.  ",0.7424045091141889,0.3723546010990488,0.4844321
Freedom is Cool,@freedomiscool70,1601935746,1313266424475942912,Replying to @atensnut  GIF ,0.12132304099167883,0.10212028214486892,0.013151493
Truth Seeker,@m33748869,1601935840,1313266424475942912,"Replying to @atensnut I still don’t feel like it’s worse then him calling our military “stupid bastards”. 

Watch this one.... people were clapping and probably couldn’t hear what he was saying otherwise what do you do? Stop and ask what did you say?

https://twitter.com/bigdave21420668/status/1311137102428540928?s=21… This Tweet is unavailable. ",0.961128268001731,0.5543937111418007,0.06630296
