,username,userid,time,id,text,davidson,waseem,fountana
0,Muriel Bowser,@MurielBowser,31516201.0,1266727099030810624,"My police department will always protect DC and all who are in it whether I agree with them (such as those exercising their First Amendment Right) or those I don’t (namely, @realdonaldtrump)...  ",0.030814221724274036,0.3536850324070447,0.13951573
1,Muriel Bowser,@MurielBowser,1590826450.0,1266727099030810624,"Replying to @MurielBowser While he hides behind his fence afraid/alone, I stand w/ people peacefully exercising their First Amendment Right after the murder of #GeorgeFloyd & hundreds of years of institutional racism

There are no vicious dogs & ominous weapons. There is just a scared man. Afraid/alone...  ",0.0192994559866481,0.7898869541061756,0.39156142
181,Lyla Joy Rose,@LylajoyRose,1590826522.0,1266727099030810624,Replying to @MurielBowser and @realDonaldTrump Where were they madam. Did you order them to stand down? The police were nowhere to be seen.  ,0.30153436348849755,0.3054167214491249,0.08574680000000001
52,O. Okafor ,@realOOkafor,1590826699.0,1266727099030810624,Replying to @MurielBowser and @realDonaldTrump THANK YOU MAYOR! #BlackLivesMatter GIF ,0.13267547548247738,0.24089679983188825,0.026740213999999998
180,C'Roc D'Roc,@Blizeeblazae,1590826711.0,1266727099030810624,Replying to @MurielBowser and @realDonaldTrump BOOOOOMMMMMMMMMM GIF ,0.02672478059475774,0.03203521829653942,0.017233795
53,Baltazar Hernández,@baltazar_az,1590826795.0,1266727099030810624,Replying to @MurielBowser and @realDonaldTrump Thank you Mayor Bowser!  ,0.08310587948148021,0.14437370324307489,0.011411687
8,Nevertheless She Voted,@krissfoss,1590827005.0,1266727099030810624,Replying to @MurielBowser and @realDonaldTrump Has he paid yet? I bet $7million would help fund the police department. Trump still owes D.C. $7 million in inauguration costs as he plans July Fourth galaCity officials were forced to cover shortfall with money from a special security fund.washingtonpost.com ,0.0012517387976504926,0.5747701616927748,0.05733443
7,JG,@JB4Steelers,1590827127.0,1266727099030810624,Replying to @MurielBowser and @realDonaldTrump The only ones dividing America are affluent progressives pulling at the strings of the poor black community like puppet masters. These riots are 100% professionally organized and it’s totally on YOU to clean up your act.  ,0.06637445455694665,0.5818400025893596,0.09255571
139,DC - PAC,@atedu88,1590827340.0,1266727099030810624,"Replying to @MurielBowser and @realDonaldTrump Mayor, you have the power to correct the injustice going on in your owe backyard but you support the injustice.  It's absolutely wrong, but you chose to remain blinded.  Don't be a hypocrite. Boone Principal Fired for Opposing Militaristic Practices, Backers SayFor the students, teachers and parents of Boone Elementary School, the end of the academic year has been bittersweet, not only because the coronavirus pandemic relegating young people to their homes,...washingtoninformer.com ",0.004116290344287535,0.6804752436904462,0.11650994
141,RESTORE AMERICA,@DC2INDY,1590827389.0,1266727099030810624,"Replying to @MurielBowser and @realDonaldTrump DRAG HIM Mayor Bowser, DRAG HIM! #donaldisoverparty #TrumpResignNow  ",0.2680460230980655,0.16834621405475508,0.033700924
