username,userid,time,id,text,davidson,waseem,fountana
Joe Biden,@JoeBiden,31516201,1278012801143865344,"Tune in as I deliver remarks on how President Trump failed to protect the American people, save our economy, and control the virus: 50:15467.5K viewersJoe Biden@JoeBidenTune in as I deliver remarks on how President Trump failed to protect the American people, save our economy, and control the virus:pscp.tv ",0.052783298874705696,0.2508927405011187,0.06539294
The Failing NY Times,@FormerNewspaper,1593517190,1278012801143865344,Replying to @JoeBiden   ,0.12516280664989718,0.03352323163434365,0.010688523
Jared M. Gordon,@JaredMGordon,1593517193,1278012801143865344,Replying to @JoeBiden #joetry  ,0.13066512564248772,0.10771200681599333,0.015918696
Harjinder Singh Kukreja,@SinghLions,1593517201,1278012801143865344,Replying to @JoeBiden Biden 2020   ,0.15676915079285186,0.15588091185312183,0.00715544
Phil,@HeyitzPhil,1593517201,1278012801143865344,Replying to @JoeBiden YOU HAD 40 YEARS TO DO SOMETHING!!  ,0.16026783763494812,0.1227314733894108,0.04549922
BrokenUP,@onepeacespoon,1593517204,1278012801143865344,Replying to @JoeBiden #TraitorTrump  ,0.1489220716371105,0.10771200681599333,0.050894823
Dee,@DeniseDrIsIn1,1593517224,1278012801143865344,"Replying to @JoeBiden Watching on CNN now... someone who is decent, compassionate, logical... need I say more?!  ",0.04745747662531214,0.3492256353829875,0.036879364
Saloni Rajgaur,@Salonirajgaur,1593517227,1278012801143865344,Replying to @JoeBiden Vote for Trump....  ,0.13216322376471196,0.1456513045534969,0.015170052
Rajesh,@rajeshtiwari1,1593517276,1278012801143865344,Replying to @JoeBiden @realDonaldTrump is great and he will be again elected as head of america....  ,0.022785596817364605,0.7336431609490183,0.019514529
𝕮𝖍𝖎𝖈𝖆_𝕷𝖊𝖔_𝕷𝖆𝖙𝖎𝖓𝖆 ,@Chica_LeoLatina,1593517305,1278012801143865344,Replying to @JoeBiden God bless you Sir! Never forget that you’re loved and respected by those of us who believe in you! Stay well! We so desperately need you! #Biden2020Landslide GIF ,0.10600389080603574,0.33991110617417897,0.030557547
PIO’S WORLD,@cstark444,1593517323,1278012801143865344,"Replying to @JoeBiden Get him, Joe!  ",0.15314629294947352,0.09396592961363888,0.034673303
LoriVan,@vanhootl,1593517345,1278012801143865344,"Replying to @JoeBiden ""It doesn't have to be this way. Trump failed us!"" We need JOE! #JoeBiden #JoeBidenForPresident2020  ",0.0936204536027408,0.13016970964581048,0.051893655
AFX ,@nexusmt4,1593517345,1278012801143865344,#KGBAgentOrange will do a lot of grevious damage to our country and our troops till Jan 20th.  ,0.24503251720442698,0.2006842733430484,0.863908
