username,userid,time,id,text,davidson,waseem,fountana
Donald Trump Jr.,@DonaldJTrumpJr,31516201,1202019222982971392,"In his own words folks... I give you Creepy Joe. 

This is the Democrat’s front runner 0:23692K views ",0.23091681621532154,0.159772838924296,0.059973076
The Vote Ain't No Joke Peleo-Lazar,@ChrisPeleoLazar,1575398935,1202019222982971392,Replying to @DonaldJTrumpJr Have you met your dad? It's an honest question since he doesn't pay attention to you  ,0.04784298815823194,0.235232308470821,0.01525349
Danny,@dankdanny0,1575398936,1202019222982971392,Replying to @DonaldJTrumpJr This is one of the greatest videos of all time  ,0.19361816826493738,0.15819203257861805,0.063061245
PowerTo.org,@powertoimpeach,1575398938,1202019222982971392,"Replying to @DonaldJTrumpJr In our own words, you're a d-bag.  ",0.6007086060267475,0.12068404876406894,0.54697496
Kirk ,@SkolSzn8,1575398969,1202019222982971392,Replying to @DonaldJTrumpJr   ,0.1676104828261104,0.03352323163434365,0.015743507
Randy Richardson,@kingrandy78,1575398993,1202019222982971392,Replying to @DonaldJTrumpJr   ,0.1676104828261104,0.03352323163434365,0.015743507
Steven Jones,@stdojo,1575399027,1202019222982971392,"Replying to @DonaldJTrumpJr Pot/Kettle/Black The 26 women who have accused Trump of sexual misconductHere are all of the allegations of sexual misconduct made against President Donald Trump, nearly all of which he has denied.businessinsider.com ",0.08106245891638124,0.6105328324803965,0.030379938
Kayln  ,@kayln_bradley,1575399078,1202019222982971392,Replying to @DonaldJTrumpJr Women who’ve accused Don of sexual assault. How many have accused Joe?  ,0.7562852576114211,0.3460081950513742,0.0572851
TT,@blondy2373,1575399091,1202019222982971392,Replying to @DonaldJTrumpJr These are your Dad’s friends  ,0.36822151979876233,0.13663329281537012,0.05383161
MIKE MELENDY,@MikeMelendy,1575399096,1202019222982971392,Replying to @DonaldJTrumpJr ...and to think he was our Vice President  ,0.0895680130631118,0.40932909649806926,0.041351043
T,@theresajlacey,1575399098,1202019222982971392,"Replying to @DonaldJTrumpJr All class, as usual..... GIF ",0.3874339312669452,0.29571773620275665,0.014706819
Nico Taler,@RealNicoTaler,1575399106,1202019222982971392,Replying to @DonaldJTrumpJr   ,0.1676104828261104,0.03352323163434365,0.015743507
Margie,@margie_silveri,1575399255,1202019222982971392,"Replying to @DonaldJTrumpJr Be Best isn't working for you, is it?  ",0.22485531555804017,0.10533120396271602,0.1471684
Liberalgirl3,@liberalgirl3,1575399329,1202019222982971392,Replying to @DonaldJTrumpJr This is the current Russian asset posing as a POTUS  ,0.010903288475426627,0.16520349602794088,0.029673502
Cthulhu Tweets,@CthulhuTweeting,1575399346,1202019222982971392,Replying to @DonaldJTrumpJr   ,0.1676104828261104,0.03352323163434365,0.015743507
David Gordon,@gordon_dgordon,1575399377,1202019222982971392,Replying to @DonaldJTrumpJr   ,0.1676104828261104,0.03352323163434365,0.015743507
 Constitutional Lawyer ,@ConLaw60654,1575399437,1202019222982971392,Replying to @DonaldJTrumpJr   ,0.1676104828261104,0.03352323163434365,0.015743507
Jersey Shore Bear ,@pedrotonywinter,1575399484,1202019222982971392,Its all they have.  ,0.24617686274056141,0.17439562545880696,0.18523635
MamaBear,@momisalright,1575399562,1202019222982971392,Replying to @DonaldJTrumpJr Still worried about Biden? I’m sure dear old dad will find another way to ummm cheat!  ,0.8635447270410095,0.22228504081773495,0.03763476
BellV,@bbell02GT,1575399648,1202019222982971392,Replying to @DonaldJTrumpJr and @RevReee This dude weirds me out in a way that wouldn’t want him alone with my kids  ,0.32036880387157946,0.18369009274578152,0.077918306
Not_Exonerated,@Not_Exonerated,1575399779,1202019222982971392,Replying to @DonaldJTrumpJr This is the Russian front runner  ,0.01588297383906076,0.15017908470437433,0.08852356
#ThePersistence,@ScottPresler,1575399781,1202019222982971392,"Replying to @DonaldJTrumpJr and @mybabyforever10 “So, I learned about roaches. 

I learned about kids jumping on my lap. And I love kids jumping on my lap.”
-@JoeBiden  ",0.5641177863222862,0.10831345744882001,0.02110619
Joseph Ashley,@joash1611,1575399820,1202019222982971392,Replying to @DonaldJTrumpJr Nailed it! This guy is beyond bizarre. Considering his hands on feely feely behavior with children I would say he is a predator.  ,0.5762532535912925,0.14950655821664957,0.12204121
Jay,@JayPott1969,1575399827,1202019222982971392,Replying to @DonaldJTrumpJr @realDonaldTrump  ,0.17098630323125483,0.10869174638932988,0.035567485
Kim Teammate,@simonsezthat,1575399834,1202019222982971392,Replying to @DonaldJTrumpJr Those in glass houses....  ,0.3293421999999971,0.36799605885978637,0.026928915
Not_Exonerated,@Not_Exonerated,1575399893,1202019222982971392,Replying to @DonaldJTrumpJr   ,0.1676104828261104,0.03352323163434365,0.015743507
