username,userid,time,id,text,davidson,waseem,fountana
Donald Trump Jr.,@DonaldJTrumpJr,31516201,1121453131995537408,"Part of me isn't surprised to see Creepy Porn Lawyer endorse Creepy Uncle Joe for President. 

I kind of assumed he would be supporting @BernieSanders, since Bernie wants to give incarcerated criminals the right to vote…Unless maybe @JoeBiden secretly supports that too???  Quote TweetFree Beacon@FreeBeacon · Apr 25, 2019Joe Biden Secures Coveted Michael Avenatti Endorsement https://freebeacon.com/politics/joe-biden-michael-avenatti/… ",0.1044063040800064,0.37646114712739387,0.013605647
Dr. Jeffrey Guterman,@JeffreyGuterman,1556190481,1121453131995537408,Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden Your father is a serial sex offender. So STFU.  ,0.7275242058051492,0.5186660361965002,0.6458151
Andrew McLain,@andrewmclainwho,1556190492,1121453131995537408,Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden Creepy is as Creepy does. GIF ,0.1782835664339721,0.15606404526620407,0.04220627
Ken Jurek,@KennyKool100,1556190510,1121453131995537408,Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden #TrumpCrimeFamily  ,0.07480984281975145,0.334863525067996,0.018141318
"Grand Masker Kushibo, MPH",@kushibo,1556190540,1121453131995537408,Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden Your father points out 10-year-old girls he wants to date later.  ,0.2403880237013557,0.6149263972967404,0.01816299
NO LISTS PLEASE,@Temichno,1556190578,1121453131995537408,Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden   ,0.12028651387858263,0.19468657876713816,0.019095106
Mario X,@super_mario_x,1556190579,1121453131995537408,Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden   ,0.12028651387858263,0.19468657876713816,0.019095106
LynnWearsABigMask,@lovinurvibe,1556190647,1121453131995537408,Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden Creepy? GIF ,0.12049243722038415,0.19440669357971968,0.025005063
NO LISTS PLEASE,@Temichno,1556190665,1121453131995537408,Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden   ,0.12028651387858263,0.19468657876713816,0.019095106
Holly ~AR,@HollyinAR,1556190703,1121453131995537408,Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden Creepy #DerangedDonald  must depart the premises.  ,0.03009102591995665,0.47342714681528064,0.36388922
VisuallyBetter,@Isuckatpicking,1556190721,1121453131995537408,Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden You can’t even get an endorsement from your own father.  ,0.31045374298120637,0.29340040963388087,0.06930138
randy hoover,@brooktrout62,1556190724,1121453131995537408,"Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden Wonder who Epstein supports, hmmm?  ",0.054372640730749155,0.3525571658882121,0.03338619
Tyler  ,@Tylspn,1556190785,1121453131995537408,Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden This is creepier.  ,0.05103954654386715,0.17792861803297375,0.1491853
𝐓𝐫𝐮𝐭𝐡 𝐒𝐜𝐚𝐫𝐞𝐬 𝐓𝐫𝐮𝐦𝐩 ,@theinformedwin,1556190801,1121453131995537408,"Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden Name calling, propaganda, lies and conspiracy theories is all your coward family has. How long before this act get old. You’re boring AF   ",0.2280742823952512,0.4960196325269876,0.82370657
Harold Jenkins,@HaroldJ90548465,1556190853,1121453131995537408,"Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden Junior's hypocrisy is his only redeeming trait..

STFU, your racist old man is a serial molester, the leaves don't fall far from the tree, either...  ",0.7101412564544795,0.8755022159313376,0.15257576
Agneta Perslow,@justatwinkle,1556190872,1121453131995537408,Excellent recap. Should be retweeted over and over.  ,0.040686556019723215,0.045661379336352476,0.024845598
Melinda Tolley,@MelindaTolley,1556190998,1121453131995537408,Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden   ,0.12028651387858263,0.19468657876713816,0.019095106
Joe Biden’s Watch Michael,@Merv515,1556191116,1121453131995537408,Replying to @DonaldJTrumpJr @BernieSanders and @JoeBiden Your father is endorsed by David Duke.  ,0.13891471001242595,0.32796962307500505,0.033703793
