,username,userid,time,id,text,davidson,waseem,fountana
0,Danielle Butcher,@DaniSButcher,31516201.0,1240418583118741504,"americans: i’m worried about the health of my family, my job security, making rent, and avoiding a recession

journalists: ok

journalists: 

journalists: Trump said “china virus” again  ",0.18190672031236535,0.2478122275551947,0.051517885
23,David Saul Acosta,@davidsaulacosta,1584554614.0,1240418583118741504,Replying to @DaniSButcher Exhausting.  ,0.3469039922694067,0.057979146572381964,0.0419516
24,Erik Brooks,@ChipBrooks17,1584556602.0,1240418583118741504,Replying to @DaniSButcher basically journalists rn GIF ,0.055077596434846776,0.11327874352917322,0.022395814
2,Sarah Wright,@ms_marvelous815,1584556676.0,1240418583118741504,Replying to @DaniSButcher Are you referring to all forms of journalism or mainstream journalists? I can tell you right now there are plenty of local journalists covering community needs like free meal locations and temporary building shut downs among other updates during this time.  ,0.05973102992879584,0.459867159366038,0.016937146
3,chase,@CDGSU,1584557441.0,1240418583118741504,Local journalists end up getting thrown under the bus because of CNN and it’s  annoying  ,0.3178915687977655,0.20907317306795545,0.53202444
125,Zack McMillan,@ZeeMac15,1584558174.0,1240418583118741504,Replying to @DaniSButcher Americans are looking for a leader. They’re not looking for someone who plays the blame game when the situation is this serious  ,0.36280924881632864,0.3132792243639469,0.17084044
126,Ellroy Hammett,@EllroyH,1584559690.0,1240418583118741504,"Replying to @DaniSButcher and @JohnEkdahl americans: i’m worried about the health of my family, my job security, making rent, and avoiding a recession

conservatives: ok

conservatives:

conservatives: Journalists are asking about “china virus” again  ",0.09311157263150016,0.19973151298928088,0.069235876
4,CanadianWhatever,@CanadianWhatev,1584559874.0,1240418583118741504,Replying to @DaniSButcher and @AliceTeller Does he even know the name of the virus?  I don't even know at this point.  ,0.10567272046565633,0.2551354215099636,0.09308654
25,julishwa,@julishwa,1584560075.0,1240418583118741504,Replying to @DaniSButcher and @amuse is that all you heard  ,0.1355450889268019,0.3955875797367293,0.0602886
114,Queen-Elect EFG,@earlforagirl,1584560739.0,1240418583118741504,Replying to @DaniSButcher and @almostjingo Nailed it.  ,0.18817104009724714,0.13433036965385114,0.5075088
26,Dave Lucas,@davelucas,1584560840.0,1240418583118741504,Replying to @DaniSButcher and @RitaPanahi You’re following the wrong journalists  ,0.07629603894270666,0.23444734531546346,0.30761054
178,On Gab: @AngiMishi,@chooch0574,1584560907.0,1240418583118741504,Replying to @DaniSButcher and @Shem_Infinite Yeah. It’s pissing off a lot of Americans.  ,0.22259290278491695,0.1982642424121516,0.8840261
27,Maureen,@Maureen59334954,1584561041.0,1240418583118741504,Replying to @DaniSButcher and @PrisonPlanet Exactly. Journalists would burn the economy down just to get rid of Trump and who cares if Americans suffer  ,0.19097136946215332,0.5939979139290636,0.58538723
112,Shannon,@ShanToTheTop,1584561050.0,1240418583118741504,Replying to @DaniSButcher Exactly!!  I could care less what we call it.  I’m very concerned about the economy.  Why are they so worried about China?  ,0.15876325406941272,0.4272350928539821,0.09157752
128,y-Jade 7,@JadeXEddie,1584561058.0,1240418583118741504,Replying to @DaniSButcher and @PrisonPlanet   ,0.13100070751209264,0.09528882623420096,0.022198545
1,The Anonymous Disruptor,@_Truth_Warrior_,1584561105.0,1240418583118741504,"Replying to @DaniSButcher and @almostjingo YES!  LOL.

journalists: ""A White House staffer said 'Kung Flu.'""
Trump:  ""Who said that?""
journalists: ""I dunno.  But someone in the White house said it.""  ",0.7159329548978713,0.32177401768333563,0.10867256
28,Maureen,@Maureen59334954,1584561150.0,1240418583118741504,Replying to @DaniSButcher and @PrisonPlanet Though China deserves blame  ,0.3059023525861389,0.2840978949445164,0.86803836
5,Michael,@michael_QBN,1584561205.0,1240418583118741504,"Most people don’t know the name of the virus but we all know where it came from, and who lied about it’s existence and if it could be transmitted from animals to humans  ",0.18597917810635128,0.6060526393950191,0.04490071
29,Damn You Henne,@DamnYouHenne,1584561260.0,1240418583118741504,Replying to @DaniSButcher and @PrisonPlanet *Americans   ,0.14357011726815175,0.1643646513298451,0.06494833
35,Jatroa ,@jatroa,1584561362.0,1240418583118741504,"Replying to @DaniSButcher and @PrisonPlanet They’re on automatic pilot.

Just don’t think past 2016.  ",0.030168003727453076,0.1932407583146805,0.016397025
8,Max Wen,@MaxeyWen,1584561674.0,1240418583118741504,Replying to @DaniSButcher and @PrisonPlanet CNN should change their name to TDS if only to be honest with everyone watching  ,0.030756694609148157,0.22356465842241216,0.03079746
36,CHILL ,@Chill2rich,1584561778.0,1240418583118741504,Replying to @DaniSButcher and @PrisonPlanet   ,0.13100070751209264,0.09528882623420096,0.022198545
37,QueenBB,@QueenBB30571035,1584562040.0,1240418583118741504,"Replying to @DaniSButcher and @jcschmieder That’s exactly why he said it. The press never learns. The left never learn. Well, not on Twitter.  ",0.5823177979462969,0.4211512956036492,0.08618837
138,Brenda fuchs,@Brendafuchs2,1584563114.0,1240418583118741504,"Replying to @DaniSButcher and @tan123 The lefty journalist don’t give a rats ass about hard working Americans whom are losing their livelihood’s!
Just screw Trump! Petty, vile people!
MAGA  ",0.9993536084278956,0.494127945371641,0.9578450000000001
115,larry mack BS MBA CISSP,@sixmax,1584563164.0,1240418583118741504,"Replying to @DaniSButcher and @Marlene45MAGA if you must worry, worry about things you can control.
be thankful for what you have.
be thankful nobody is shooting at you.
be thankful there are no bombs falling on you.
be thankful you have good health.
be thankful you family has good health.  ",0.3417047931161106,0.29472126619681216,0.006167422
38,Deb,@ReyburnDeborah,1584563734.0,1240418583118741504,Replying to @DaniSButcher and @realPowerTie Very estoopid! Where they from?  ,0.16646728473560118,0.1844959726546737,0.062261287
39,John D,@jd313jd,1584564011.0,1240418583118741504,"Replying to @DaniSButcher Our local coverage in NC has been outstanding, from covering the Federal, State and local gov’t briefings to the impact locally, highlighting difficulties and those stepping up to help. Turn off the big cable / networks; no need to watch their nonsense.  ",2.7322329928509548e-05,0.2170194308969482,0.016269201
139,Jaywalking,@jaywalker480,1584564027.0,1240418583118741504,Replying to @DaniSButcher and @politicalelle American financial crisis  ,0.22811765695278366,0.3986693791033468,0.019039393999999998
40,Jø,@jol_ive,1584564251.0,1240418583118741504,Replying to @DaniSButcher So true...@CeciliaVega is perfect example of this... @ABC should be ashamed   ,0.22874027835151514,0.8129254029356779,0.02125608
41,Danny Troke,@TonyDrake278,1584564882.0,1240418583118741504,"Replying to @DaniSButcher and @PrisonPlanet Hidden premise: Trump is a normal POTUS.

Some of your tweet might be fair comment, but for that hidden premise, that mistaken hidden premise.

#TrumpVirus #TrumpCrash  ",0.28921939235342314,0.3703395915877835,0.05917669
11,Sean,@hexian129,1584565194.0,1240418583118741504,"Replying to @DaniSButcher and some journalist used the word ""wow"" when he sees 10 new coronavirus cases in Seattle  Quote TweetMike Baker@ByMikeBaker · Mar 18, 2020Oh wow. 10 new coronavirus deaths in the Seattle area. 
https://nytimes.com/interactive/2020/us/coronavirus-us-cases.html… ",0.10108497237878976,0.3312802797592085,0.013638476
116,Silje Sorensen,@SiljeSorensen,1584566166.0,1240418583118741504,Replying to @DaniSButcher and @RitaPanahi Yep!  ,0.08692783640315259,0.0912701647700644,0.063911356
42,Mark Albey,@MarkAlbey,1584566184.0,1240418583118741504,"Replying to @DaniSButcher @conservmillen   Today CNBC tried to get @Jkylebass to to say we should only call this Covid19, nothing else.  He firmly reminded them of HongKong flu, West Nile virus, etc.  Don’t forget Lyme disease is named after Lyme, CT. Guess they should have hurt feelings too.  ",0.08483574122612851,0.4293617174275589,0.043612372
43,Stuart Upton,@BraveStStuart,1584566270.0,1240418583118741504,Replying to @DaniSButcher What do you want the journalists to do about it? They're just reporting his response to the crisis.  ,0.8337652813675497,0.34331504386573297,0.026967531
140,N3!L,@chimpvsdog,1584566642.0,1240418583118741504,Replying to @DaniSButcher and @EsotericCD Bullshit tweet. Tons of journalism out there about those exact things.  ,0.10491573059070253,0.12699918255283438,0.61209226
44,SyBo,@SyBo82,1584566885.0,1240418583118741504,Replying to @DaniSButcher and @JeremyMcLellan Do the Asian-Americans who are harassed with death threats and treated as diseased monkeys count as Americans in your book?  ,0.3610478486427308,0.3216866235819587,0.014260845
45,not a democracy,@BillyLeMaire,1584567119.0,1240418583118741504,Replying to @DaniSButcher That’s it in a nutshell  ,0.18839454843324746,0.1120633352066282,0.27860677
46,aussielarsen,@aussielarsen1,1584567207.0,1240418583118741504,Replying to @DaniSButcher #EnemyOfThePeople  ,0.057151703627043075,0.10771200681599333,0.09053419
12,Paul M.,@willybalters,1584567260.0,1240418583118741504,That’s deaths not cases  ,0.1835288682643319,0.14998965850557766,0.5355607
117,Paulak,@p7sabr19,1584567965.0,1240418583118741504,Replying to @DaniSButcher and @suzgonzo  Hydroxychloroquine and azithromycin as a treatment of COVID-19.pdfdrive.google.com ,0.0465298419913888,0.19663878568447055,0.03431435
129,TWOTUS,@niwwet,1584568123.0,1240418583118741504,Replying to @DaniSButcher Trump also treated this as a political inconvenience until the NBA stopped its season.  ,0.0186843126741041,0.20159024924046284,0.056774948
47,JP,@JPaul_VIC,1584568134.0,1240418583118741504,Replying to @DaniSButcher Mao thought  ,0.07693212687515692,0.07811005677103132,0.09819884
