username,userid,time,id,text,davidson,waseem,fountana
Donald Trump Jr.,@DonaldJTrumpJr,31516201,1188597615866404864,"Joe is at it again! 

“China is not a problem” 

#QuidProJoe knows better than to bite the hand that feeds him and his family. If you’re on their payroll you better know your role. 

What a disgrace!!! 0:12727.4K viewsFrom RNC Research ",0.7821761739627279,0.4676569944453111,0.18484399
The Drake ,@if_you_see_kaye,1572198952,1188597615866404864,Replying to @DonaldJTrumpJr   ,0.1676104828261104,0.03352323163434365,0.015743507
Redheaded Nana,@DeeberDobber,1572198958,1188597615866404864,Replying to @DonaldJTrumpJr   ,0.1676104828261104,0.03352323163434365,0.015743507
Joanne Gahman,@GahmanJoanne,1572198968,1188597615866404864,Replying to @DonaldJTrumpJr Damn right yur son worked for him  ,0.6261093589369406,0.15102246622756652,0.3934211
Billionaires Mindset,@BillionairesMi4,1572198975,1188597615866404864,"Replying to @DonaldJTrumpJr The man who has never failed has never tried anything new, if you fail, it means you should try again with a new experience. To get more of these, kindly follow @BillionairesMi4 
#10,000BillionairesMovement(10KBM)  ",0.07205485984071046,0.41750883782218223,0.0100972
Shawn G. Chasing The Truth,@1shawnster,1572198981,1188597615866404864,Replying to @DonaldJTrumpJr Corn pop was tough too.  ,0.22247890883838944,0.07222038725983068,0.04766595
Dan,@danTHEman_1_,1572198984,1188597615866404864,Replying to @DonaldJTrumpJr #SayNoToJoe  ,0.11848602941793167,0.10771200681599333,0.043098234
ChrisCRT,@ChrisCrt,1572198984,1188597615866404864,Replying to @DonaldJTrumpJr Joe Bin Lao  ,0.13312751948508114,0.1436618699077949,0.019036064
James Lewis,@MontanaBulldog,1572198991,1188597615866404864,Replying to @DonaldJTrumpJr have a great day Trump Jr.  ,0.02040574768981584,0.1532413184022198,0.03591829
Adam Weishop,@AdamWeishop,1572198992,1188597615866404864,"Replying to @DonaldJTrumpJr Of course China isn't a problem for the left, they're both tyrannical communists.  ",0.6622125006118995,0.3093413862498606,0.44781706
Tina Wilson,@flutina,1572199001,1188597615866404864,"Replying to @DonaldJTrumpJr Go to bed, sonnyboy.  ",0.12829289098502858,0.0946557853318948,0.043586142
James Altamore,@AltamoreJames,1572199032,1188597615866404864,Replying to @DonaldJTrumpJr This coming from Russia's first son Donny Jr  ,0.04027671139694295,0.11510476665972211,0.02285292
Gai Is Here,@GGrabbyishere,1572199045,1188597615866404864,Replying to @DonaldJTrumpJr God I hate you!!!  ,0.8286175539956884,0.10042185639533434,0.9402961
Laurie Beth Friedman (Lipitz) ,@laurielipman,1572199052,1188597615866404864,Replying to @DonaldJTrumpJr   ,0.1676104828261104,0.03352323163434365,0.015743507
Subtle Genius,@2018Winning,1572199057,1188597615866404864,Replying to @DonaldJTrumpJr Biden is China!!!  ,0.187874530793052,0.19645778872672057,0.04363105
