username,userid,time,id,text,davidson,waseem,fountana
Caleb Hull (I'm With the CCP Don't Ban Me),@CalebJHull,31516201,1213621305582522368,All Joe Biden has to do is not be creepy and he can’t do it.  https://twitter.com/mooncult/status/1213615495401725954/video/1…  ,0.9609508585246239,0.24187389661190525,0.044536788
Carter Hartwig,@CarterHartwig,1578165288,1213621305582522368,Who are you?  ,0.35107219666692596,0.11025456448809452,0.17790787
Delanie Bomar,@DelanieBomar,1578165309,1213621305582522368,Replying to @CalebJHull it’s literally so easy to not be like this  ,0.13376653681151887,0.09425351539634401,0.019730054
BuildABot,@BuildABot2,1578165548,1213621305582522368,Replying to @CalebJHull I cringe-quit the video after about 15 seconds. Just couldn’t make it.  ,0.038102010396150694,0.14479349179364118,0.15260445
Patriot Party Member NiceGuy,@MrNiceGuyHaHa,1578165667,1213621305582522368,"Replying to @CalebJHull This is crazy crazy crazy

He has to know it's a problem

His election team has to know it's a problem

And he keeps doing it!!!!!!

In front of the cameras!!!!!

What the hell is he doing off-camera?  ",0.8634515760388919,0.18829269403753804,0.6567045
John Ferritto ,@JNFerritto,1578165836,1213621305582522368,"Replying to @CalebJHull and @pixiedust5135 With all the videos of creepy Joe touching, loving and squeezing, any parent allowing this creep to touch their kid should be jailed.  ",0.18765444698234524,0.14572241793797194,0.5991023
Paul Hilliard,@naltider,1578165966,1213621305582522368,"Replying to @CalebJHull Is he ""goosing"" her?  ",0.15764524145643485,0.18125430443524576,0.088982195
Tom,@tweets4tom,1578166031,1213621305582522368,"Replying to @CalebJHull Hey @atrupar,
This is the laying of hands you should be concerned about!  ",0.07865588562281092,0.16856923503845658,0.03665776
Maria Nate,@MariaNate,1578166111,1213621305582522368,Replying to @CalebJHull He whispers a secret in her ear and then says “Don’t tell anybody what I told you ok?” Super creepy and sick.  ,0.08429428311830581,0.33774857348359966,0.7476227
Michelle K,@mklisz,1578166160,1213621305582522368,Replying to @CalebJHull   ,0.13817861291279307,0.03352323163434365,0.016124576
GG,@gigikeno1,1578166227,1213621305582522368,Replying to @CalebJHull I thought smelling hair was off his sgenda  ,0.0309885441240187,0.094219595337884,0.061865684
BHS0221,@Bhs0221,1578166341,1213621305582522368,"Replying to @CalebJHull @DrBiden  you said on TV 4 months ago....”this will never happen again.”
Are you aware of multiple scenes like this one?  ",0.4103922549818345,0.5842015288423509,0.021063799
ItsJustMe,@HiCrazyPeople1,1578166498,1213621305582522368,"Replying to @CalebJHull It isn’t normal behavior to touch every child you walk past. 
He knows it makes children/women uncomfortable because they pull away. 
He knows it looks bad and has been told to stop doing it.  ",0.008307286119656865,0.42745287577009566,0.06584259
NANA VICTORIA ,@Livingstrong67,1578166642,1213621305582522368,"Replying to @CalebJHull and @trump_sylvia What a sick piece of crap...and I mean the Dad who let this happen.  Somebody needs to knock the crap out of him.
We all know not to let Creepy Joe near a child..but a Dad..  ",0.14765111167273526,0.5932288838914874,0.5245251
One Blood ,@TheLamarckian,1578166674,1213621305582522368,"Replying to @CalebJHull When he's not being creepy smelling young girl's hair, he needs help with his phone. Democrats leading contender 
https://twitter.com/currie14_kelly/status/1213615207408254977?s=19…
#MAGA This Tweet is unavailable. ",0.38300119152770407,0.22174775312512365,0.02248782
Jenny Jay,@jennyjupite,1578166860,1213621305582522368,She’s arching her back to get away.  ,0.09915472040564212,0.16006681409614348,0.19066808
Harry Parker,@RaidersHLP,1578167596,1213621305582522368,Replying to @CalebJHull OK ..   MAGA . Time to switch parties to vote in the Democratic Primaries and make sure this is our opponent.  ,0.006730820395172322,0.31826677851022184,0.045488328
Hell Comes For You,@Hell_HasCome,1578168336,1213621305582522368,"Replying to @CalebJHull and @JasonMillerinDC Ambassador Haley (R) : Trump's accusers deserve to be heard.

Not 1, not 2, not 3, not 4, not 5, not 6, not 7, not 8, not 9, not 10, not 11, not 12, not 13, not 14, not 15, BUT 16 Women confirm Trump is a sexual predator. Trump is a demented individual. From NowThis ",0.3461300179059649,0.1503641301770042,0.033611633
ThumpeR_1732,@Thumper_1732,1578168396,1213621305582522368,Replying to @CalebJHull and @JasonMillerinDC Creepy people are creeped out by Joe  ,0.13930934154944724,0.11504192819267822,0.04394885
StevenHerbert,@StevenHerbert,1578168415,1213621305582522368,"Replying to @CalebJHull and @JasonMillerinDC Did any reporters ask #JoeBiden, ""Why did you touch that girl like that?""  ",0.18635885271787192,0.34903497465460404,0.0869514
Christine,@crel2112,1578168578,1213621305582522368,Replying to @CalebJHull and @JasonMillerinDC Freaking creepy. Quid Pro Joe at it again.  ,0.33521073399775014,0.1836744798726277,0.75556284
LZ,@LZ181818,1578169298,1213621305582522368,I think he’s grabbing women by the pussy & paying off porn stars.  ,0.9982268309548283,0.41651045675006865,0.85009086
The Laughing Man,@laughingmantwit,1578169654,1213621305582522368,Replying to @CalebJHull  GIF ,0.1340007079722194,0.10212028214486892,0.015176672
Fabian Keiser,@FabianKeiser,1578169691,1213621305582522368,Replying to @CalebJHull Getting near Biden with your kid needs to be considered trafficking at this point.  ,0.15150431573883635,0.1628733725363522,0.027022887
spydermonkey,@spydermonkey3,1578169818,1213621305582522368,Replying to @CalebJHull Her intuition is telling her that he is a creep!  She’s shrinking away from him!  Why is her parent letting this old perv kiss her hair?  Gag!  ,0.06030833126595139,0.478365296756902,0.8157531
Don McCollister,@dmccolli1,1578169836,1213621305582522368,Replying to @CalebJHull He should keep his hands off children!  ,0.20750178829414362,0.16671391733611882,0.36375797
Dr. J.J. by the Bay,@flagg_colonel,1578170206,1213621305582522368,Replying to @CalebJHull I think Joe is kind of okay (not as President) but it's just kind of a weird affectation that looks suboptimal.  ,0.04172413483025379,0.25947544974396664,0.02601344
ellen,@nuency25,1578170213,1213621305582522368,Replying to @CalebJHull I think the dementia (layered on top of stupidity) is the disqualifier.  ,0.05614724585658113,0.34740264809278154,0.06112303
xpdMike,@Mbrown0328,1578170396,1213621305582522368,Replying to @CalebJHull I need  a shower......  ,0.15222486002491242,0.29108381301666164,0.053266007
Carter Hartwig,@CarterHartwig,1578170942,1213621305582522368,What am I scared of? You are out here saying you are going to destroy “us” but you don’t do anything.  ,0.4961293762584358,0.29306689521202334,0.3383358
Jack,@margaretannjac6,1578171356,1213621305582522368,Poor little girl and her dad just stands there!  Sick!  ,0.9687826229870129,0.2582026701589247,0.94666255
DuchessKellyTrump,@KellyC7002,1578171845,1213621305582522368,Replying to @CalebJHull  GIF ,0.1340007079722194,0.10212028214486892,0.015176672
Todd Johnson,@ToddJoh45265909,1578172188,1213621305582522368,Replying to @CalebJHull and @debragarrett More hair sniffing for creepy sleepy Joe. That guy’s got an interesting fetish. Better keep your daughters away from his campaign trail.  ,0.027026799540460285,0.1742109494697067,0.16384573
frank white,@frankwh29955550,1578172385,1213621305582522368,Replying to @CalebJHull He’s got full blown dementia! He’s not well! It’s sad to watch lol  ,0.18621202695489095,0.2131773410305742,0.02446391
B&B,@Bladeandbarrel,1578172766,1213621305582522368,Replying to @CalebJHull #PedoJoe  ,0.090149234292675,0.10771200681599333,0.023214525
Carter Hartwig,@CarterHartwig,1578173088,1213621305582522368,That’s what I thought  ,0.05600348655965915,0.08741258345092869,0.12163644
