username,userid,time,id,text,davidson,waseem,fountana
thebradfordfile,@thebradfordfile,31516201,1298419990362836992,"OMG. Wisconsin has **rejected** assistance from the federal gov to deal with the arson, rioting, and mob violence--because orange man bad.  ",0.037075093717211766,0.2360516036014521,0.6298856
Diane Patterson,@Izzie_b,1598382683,1298419990362836992,Replying to @thebradfordfile Maybe Wisconsin needs to reject a governor  ,0.20785536309605215,0.08941360673435364,0.05943639
Bart Rule,@bartrulez,1598382722,1298419990362836992,Replying to @thebradfordfile When will they learn  ,0.12894295961597138,0.19377372597328474,0.041106164
Maryanne Kehoe,@atlantaoly,1598382913,1298419990362836992,Replying to @thebradfordfile Wow!  ,0.1265778086552079,0.054349612677971455,0.019038944
Jeannette,@chiplover44,1598382990,1298419990362836992,Replying to @thebradfordfile New leadership is needed!!  ,0.06466923696403507,0.10545024409857344,0.09270811
William May,@Quazardragon,1598383080,1298419990362836992,Replying to @thebradfordfile  GIF ,0.17062063331097255,0.10212028214486892,0.023689967
Scott,@Lowbird00,1598383131,1298419990362836992,Replying to @thebradfordfile  GIF ,0.17062063331097255,0.10212028214486892,0.023689967
travis armbruster,@travisarmbrust2,1598383229,1298419990362836992,"Replying to @thebradfordfile there will be less private business, more government reliance, I assume all these people destroying stuff are expecting a government check the rest of their life. Historically that hasn’t worked out well. IMO  ",0.25193852863691235,0.3574551281848509,0.057804838
Infinite Gnosis,@infinitegnosis,1598383239,1298419990362836992,Replying to @thebradfordfile and @catturd2 They want the country to burn. Order out of chaos.  ,0.12648278590465115,0.4271412363168682,0.65561384
anarchyaustin1,@AnarchyAustin1,1598383252,1298419990362836992,Replying to @thebradfordfile Trumpster could have bought re-election if he used the bully pulpit to get Republicans and Mitch to hammer out an agreement on the heros act. I can’t believe he didn’t do it after his billionaire buddies got a hook up !!! So much for The Art Of The Deal.  ,0.06815441681282633,0.5545294827577888,0.074000716
Christine Kobylarz  ,@chrisbrit1789,1598383447,1298419990362836992,Replying to @thebradfordfile and @catturd2 Then they deserve what they get.  ,0.3556895903437917,0.32737217337311425,0.56642693
The Saxophone ,@SaxophoneThe,1598383557,1298419990362836992,No it isn't great news. People's lives are being put in danger.  ,0.3256886600229304,0.11350295063009047,0.050852902
PKConred (Parler:Pkconred) ,@pkconred,1598383579,1298419990362836992,"Replying to @thebradfordfile and @peters4506 Screw em.
Bet it all on red and let it ride.
If it pays out, bank it for New Orleans Post Laura  ",0.02559382166956279,0.3121325830351786,0.12805699
𝓜𝓪𝓻 CONSTITUTIONALIST,@MSMCali,1598383676,1298419990362836992,Replying to @thebradfordfile and @Shawna_7777 They’re cowards.  ,0.11728042160484341,0.1573233282289124,0.77201223
corgimom5,@corgimom51,1598383780,1298419990362836992,Replying to @thebradfordfile and @catturd2 I pity the people who are being victimized by having their businesses and town destroyed  ,0.2635735131548331,0.2788540448802022,0.042892043
TherealJane,@TherealJaneW,1598383954,1298419990362836992,Replying to @thebradfordfile And the governor is which party?  ,0.18548959456233777,0.1796528230484474,0.050663434
Violet Sunset,@IvyFoliage,1598383991,1298419990362836992,Replying to @thebradfordfile OMG why is he giving them a choice?  That's on him.  ,0.49593453240070456,0.16389285649711663,0.77897984
LizzieAnnie,@lizzieanniesw,1598384161,1298419990362836992,"Replying to @thebradfordfile If WI leaders keep it up, they’ll help to ensure 4 more years of their hated Orange Man.  ",0.3640665602784219,0.3490575455693505,0.015674781
