username,userid,time,id,text,davidson,waseem,fountana
PBS NewsHour,@NewsHour,31516201,1290785059671244801,".@Yamiche: ""Can you explain what the downside would be from testing too many Americans for the virus?""

President Trump: ""There comes a point when you just want to focus your testing in a different way."" 2:1478.5K views ",0.576950631442186,0.5227560859279067,0.10059737
Travelling,@nrtinsyd,1596562440,1290785059671244801,Replying to @NewsHour and @Yamiche And what was the follow-up question to this nonsensical statement?  ,0.027243888021440957,0.29713681501315903,0.035469145
Preston MacDougall,@ChemicalEyeGuy,1596562490,1290785059671244801,"Replying to @NewsHour and @Yamiche What was @Yamiche’s follow-up question to that insulting non-answer to her thoughtful question?

Maybe watch @JonathanVSwan’s questioning tactics?  ",0.09020844392769205,0.4117045436926401,0.04044668
TheBadNewsB,@TheBadNewsB,1596562519,1290785059671244801,Replying to @NewsHour and @Yamiche Like not looking at all even.  ,0.22678907245215935,0.1992435331113929,0.03003244
Lynn Ferda,@lynnferda,1596562533,1290785059671244801,Replying to @NewsHour and @Yamiche What?  ,0.18185851312004464,0.26332875907063885,0.039783083
Chicano Blues,@vaktrack,1596562552,1290785059671244801,Replying to @NewsHour and @Yamiche God help us.  ,0.03845841653308777,0.2108166372864183,0.052272107
ofthesun1,@ofthesun1,1596562585,1290785059671244801,Replying to @NewsHour and @Yamiche What does that even mean?  ,0.20418480777510226,0.27704071746850717,0.059936438
Rhonda Wilson,@DowkerRhonda,1596562586,1290785059671244801,Replying to @NewsHour and @Yamiche Which leaders has he talked to ? I don’t even believe that!   ,0.1390979614727302,0.2717718602242801,0.70203894
Eric Buck,@mvanostren,1596562619,1290785059671244801,Replying to @NewsHour and @Yamiche WTF does focus your testing in a different way mean?  ,0.4068686215059495,0.1857249156852764,0.0115037775
Liz Moore,@LizMoor53931579,1596562640,1290785059671244801,"Replying to @NewsHour and @Yamiche Ie, ""I don't have a f'ing clue""  ",0.07682261913002585,0.14385050901796573,0.06494341
Marlene Gundlach,@Megundlach,1596562670,1290785059671244801,Replying to @NewsHour and @Yamiche He so full of it.   ,0.14704430864157875,0.22966900358949555,0.038864266
marc diamondufung,@yellowstripesok,1596562672,1290785059671244801,Replying to @NewsHour and @Yamiche The WH press corps is a complete embarrassment these days.  ,0.06940777141266427,0.19082780988894407,0.062442247
alfred,@Anenigmadream,1596562679,1290785059671244801,"Replying to @NewsHour and @Yamiche ""Focus you testing in a different way"". What in the hell does that even mean?? 
Teacher: We have a test today, what is 2+2=?
Student: 4
Teacher: Well today we are gonna focus the test in a different way, anybody else want to try?""  ",0.13888537987608615,0.2951480732476586,0.110660926
C. Brown,@SpokenButterfly,1596562679,1290785059671244801,Replying to @NewsHour and @Yamiche  GIF ,0.07607087844085357,0.20192176198219736,0.014990661
trishacolorsofnature,@lazycolorgirl,1596562693,1290785059671244801,"Replying to @NewsHour and @Yamiche Blah blah blah where I live you can only get the one week test, who gets the 5 or 15 minutes test?  ",0.009701079170403266,0.44932337341426093,0.025302036
Pass Domestic Terrorism Law now.,@needabunker,1596562693,1290785059671244801,She tried but Trump ignored her by pointing at a different reporter. Trust me Yamiche is great “if” she can get her questions in.  ,0.1282402176065567,0.5879109932746925,0.097778
Mayelynn Blue,@Mayelynn_Blue,1596562703,1290785059671244801,Replying to @NewsHour and @Yamiche I thought SNL was on hiatus?  ,0.016637381340405984,0.20143468423193164,0.027977107
