username,userid,time,id,text,davidson,waseem,fountana
Marjorie Taylor Greene ,@mtgreenee,31516201,1326931870056116226,"Joe Biden isn’t President-elect. That’s a media falsehood.

We CAN NOT allow CCP Joe to have National Security Briefings with these SERIOUS allegations.

The Presidency is not for sale to the Communist Chinese!

#BidenCrimeFamily Grassley Questions DOJ on Biden Family FARA Compliance Stemming fromWASHINGTON – Senator Chuck Grassley (R-Iowa) is calling on the Justice Department to evaluate whether Hunter and James Biden should have registered as foreign agents for their business arrangementsgrassley.senate.gov ",2.568512188120137e-05,0.7841296390628728,0.021353243
Chi,@ammaschi,1605180396,1326931870056116226,Replying to @mtgreenee SHOCKING new voter fraud evidence found  From kylie brakeman ,0.0693088118480448,0.19268724597736808,0.012043211
lucie,@dabelfastgirl,1605180425,1326931870056116226,Replying to @mtgreenee tell that to the world leaders whom rang him and said we'll done  ,0.4502415973052615,0.24683149984792227,0.034472235
m b,@mjb1967,1605180441,1326931870056116226,Replying to @mtgreenee you are a fraud and a liar. your place in American history will not be a positive one.  ,0.4224883756241044,0.4445234753440488,0.032186843
TJazzy,@tjsellsbeer,1605180445,1326931870056116226,Replying to @mtgreenee You are so dumb  ,0.6788689851758442,0.21039763957163657,0.13506086
David Dave,@u_dbag,1605180468,1326931870056116226,Replying to @mtgreenee There's something wrong with your Twitter bio. It says congresswoman elect but according to you there's fraud involved in the Georgia election so please erase that until all votes get counted by hand. Thanks.  ,0.00018961855268961154,0.2564125601749467,0.012394719
lucie,@dabelfastgirl,1605180472,1326931870056116226,Replying to @mtgreenee including his mate Boris Johnston who gave no mention off trump in house off commons just president elect biden  ,0.38174235038905563,0.5014326938077038,0.030223453
Meidas_Brandy Miller,@brandyleah1,1605180482,1326931870056116226,Replying to @mtgreenee #VoteOssoffWarnock4Senate #VoteOutCorruption #VoteOUTLoeffler #VoteOUTPerdue  ,0.005923290754673292,0.22635375341497482,0.05499339
methidz,@methidz,1605180483,1326931870056116226,Replying to @mtgreenee Look I'm sure you're a really nice lady. But damn are you delusional  ,0.8471201467066279,0.2085171339159997,0.85890764
L,@VflameBlade,1605180498,1326931870056116226,Replying to @mtgreenee CCP JOE is a joke!!!!  ,0.1712011013922073,0.09543918463218455,0.23573644
Nick Warren-Mordecai,@nwmordecai,1605180500,1326931870056116226,Replying to @mtgreenee Why didn’t trump reveal the pedo ring??? Need to know.  ,0.04372564011360519,0.18369709045260701,0.038036488
John Doe,@DpStateNate,1605180501,1326931870056116226,Replying to @mtgreenee  GIF ,0.12752742405385886,0.10212028214486892,0.007995948
Wynona,@Nonabird71,1605180515,1326931870056116226,"Replying to @mtgreenee The president’s legal challenges are “not enough to change the final outcome.” - Karl Rove, GOP strategist.  ",0.020655262552209255,0.33427732271494354,0.029090077
