,username,userid,time,id,text,davidson,waseem,fountana
0,Donald J. Trump,@realDonaldTrump,31516201.0,1215287261606051844,U.S. Cancer Death Rate Lowest In Recorded History! A lot of good news coming out of this Administration.  ,0.7862171509720753,0.19502783878723226,0.03493782
4,Ramp Capital,@RampCapitalLLC,1578562252.0,1215287261606051844,Replying to @realDonaldTrump Thank you for curing cancer!  ,0.4673584502180313,0.09222415204488668,0.017031357
131,MIKE SENICA ,@msenicaracing,1578562255.0,1215287261606051844,Replying to @realDonaldTrump TRUMP2020  ,0.1932194693664437,0.07074697818088771,0.014353116
5,Pradeep Raturi  पहाड़ी भुला थराली विधानसभा,@pradeepraturig,1578562266.0,1215287261606051844,"Replying to @realDonaldTrump There are 10 personality traits a great leader should possess. 

God truly Blessed us with President Trump who possesses all 10 

1 Kindness
2 Intelligence
3 Integrity
4 Compassion
5 Empathy
6 Honesty
7 Humility
8 Strength
9 Courage
10 Loyalty

Retweet if you agree & Reply “Amen”  ",0.0014613799721596215,0.4443487438426197,0.017652366000000003
12,WW,@Adoull2,1578562282.0,1215287261606051844,Replying to @realDonaldTrump Thanks  ,0.07749353041628784,0.08404427883403759,0.015110361000000001
6,Lucho,@LUCHO1969,1578562293.0,1215287261606051844,"Replying to @realDonaldTrump THANK YOU , PRESIDENT OBAMA  ",0.1835915766691256,0.16863413292382126,0.025790217999999997
29,#TERM LIMITS ,@auctionman67,1578562306.0,1215287261606051844,Replying to @realDonaldTrump The enemy of the people  ,0.423639257930524,0.12480049872443595,0.09043356
11,Poll Maker  Text TRUMP to 88022,@PollingPOTUS,1578562306.0,1215287261606051844,"Replying to @realDonaldTrump Do you support our POTUS? (Please help by retweeting and following before voting!) http://tinyurl.com/MAGASticker http://tinyurl.com/WhyPolls #Ad Yes21.4%No78.6%6,828 votes·Final results ",0.02800611269130809,0.18648977668703734,0.008534391
133,Santiago Mayer,@santiagomayer_,1578562310.0,1215287261606051844,Replying to @realDonaldTrump And you get credit... because?  ,0.18894653556105812,0.26430352510162497,0.0438072
132,No Dem Left Behind,@NDLB2020,1578562310.0,1215287261606051844,Replying to @realDonaldTrump You are now taking credit for reducing the mortality rate for cancer patients? GIF ,0.1112537674069607,0.2928795193215377,0.019304903
134,BlueDream 2020,@58bugeye,1578562315.0,1215287261606051844,Replying to @realDonaldTrump   ,0.17570862623433728,0.03352323163434365,0.013172911499999999
135,James Buchanan,@POTUS_15,1578562319.0,1215287261606051844,"Replying to @realDonaldTrump Lot of cancer in the oval office...

And it is metastasizing on society.  ",0.14401633761682062,0.1984137688902695,0.047251943
36,Kristina Wong ,@mskristinawong,1578562325.0,1215287261606051844,Replying to @realDonaldTrump Bitch. Don’t act like you cured cancer but didn’t put half of us on anti depressants.  ,0.9768687038851376,0.456401966484187,0.12063187
38,NostraDonny,@Nostradonny,1578562327.0,1215287261606051844,Replying to @realDonaldTrump   ,0.17570862623433728,0.03352323163434365,0.013172911499999999
136,Darryl Silver,@silveraa,1578562336.0,1215287261606051844,Replying to @realDonaldTrump Now you are taking credit for Cancer? LOL.  ,0.10725181457572737,0.20938278129528376,0.026252137000000002
137,Tea Party Patriots,@TPPatriots,1578562363.0,1215287261606051844,Replying to @realDonaldTrump Keep America Great   ,0.025664431523740282,0.1341729222143996,0.016997185
138,Sarah Burris,@SarahBurris,1578562378.0,1215287261606051844,"Replying to @realDonaldTrump If only people had healthcare 3 years in, no sign of Trump's replacement for ObamacareWASHINGTON (AP) — As a candidate for the White House, Donald Trump repeatedly promised that he would “immediately” replace President Barack Obama’s health care law with a plan of his own that...apnews.com ",0.13039216851016538,0.7266013682655889,0.036211528
43,Jeff Tiedrich,@itsJeffTiedrich,1578562393.0,1215287261606051844,"Replying to @realDonaldTrump is there nothing our anti-science president won't take credit for?

trick question! he won't take credit for his seedy life of greasy crimes and two-bit shakedowns  ",0.8964324409946598,0.2775885909147903,0.7993474
7,Andy Ostroy,@AndyOstroy,1578562401.0,1215287261606051844,Replying to @realDonaldTrump “#Trump Cures Cancer!” Your malignant narcissism is raging...  ,0.38170260006369305,0.4865802888776665,0.07617345
45,Anthony Cornrod,@TWIT_ANTHONY,1578562407.0,1215287261606051844,Replying to @realDonaldTrump THANKS   ,0.12423365225559173,0.08404427883403759,0.015110361000000001
